rep,seed,cell,n_models,n_items,true_effect,slope_sd,tau_model,tau_item,rho_model,beta0,beta_x,beta_c,n_obs,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,error,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,fit_error,singular_bool,model_slope_sd_num,model_intercept_sd_num,item_intercept_sd_num,model_intercept_slope_corr_num,estimate_num,bias_num,se_num,p_value_num,ci_low_num,ci_high_num,slope_zero,model_zero,item_zero,corr_finite,corr_boundary
6,92622006,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,1.2116356477238195e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.19149786282648723,0.552921465114174,0.7191559782962175,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1142,0.1091,0.2954,-0.0997,0.3281,False,0.0142,True,,0.2129,0.3341,-0.6789,0.0,0.0199,"[0, 0.2129, -0.2268, 0.2453]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,,True,0.3341,0.2129,0.0,-0.6789,0.1142,0.0142,0.1091,0.2954,-0.0997,0.3281,False,False,True,True,False
6,92622006,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-1.514544559654773e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.19149786282648723,0.5400207618779858,0.7191559782962175,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0084,0.0478,0.86,-0.0852,0.102,False,-0.0916,True,,0.0,0.1082,NaN,0.0,0.0,"[0, 0, 0.1082, 0]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.1082,0.0,0.0,,0.0084,-0.0916,0.0478,0.86,-0.0852,0.102,False,True,True,False,False
6,92622006,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,6.994915395844063e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.15320853277025562,0.5324479829484415,0.7247891512460932,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0803,0.0635,0.2059,-0.0441,0.2048,False,-0.0197,True,,0.0,0.1714,NaN,0.1193,0.0,"[0.1193, 0, -0.1712, 0.0079]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.1714,0.0,0.1193,,0.0803,-0.0197,0.0635,0.2059,-0.0441,0.2048,False,True,False,False,False
6,92622006,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,9.618008669285583e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.15320853277025562,0.5249624093822867,0.7247891512460932,0.0,0.0,True,True,[],0.0219,0.0319,0.4928,-0.0406,0.0844,False,-0.0781,False,,0.0037,0.0886,1,0.0908,-1.6941e-21,"[0.0908, 0.0037, 0.0886, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0886,0.0037,0.0908,1.0,0.0219,-0.0781,0.0319,0.4928,-0.0406,0.0844,False,False,False,True,True
6,92622006,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,9.35734155788783e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.2702526455647529,0.5324479829484415,0.744556312122956,0.0,0.0,True,False,[],0.1108,0.0419,0.0081,0.0288,0.1929,True,0.0108,True,,0.1141,0.0431,1,0.1065,1.0282e-08,"[0.1065, 0.1141, 0.0431, 0.0001]","[0, 0, '-Inf', 0]",non_singular,,False,0.0431,0.1141,0.1065,1.0,0.1108,0.0108,0.0419,0.0081,0.0288,0.1929,False,False,False,True,True
6,92622006,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-9.223665249918e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2702526455647529,0.5222211904443489,0.744556312122956,0.0,0.0,True,True,[],0.0574,0.022,0.0089,0.0144,0.1004,True,-0.0426,True,,0.0,0.0713,NaN,0.0578,0.0,"[0.0578, 0, 0.0713, 0.0002]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0713,0.0,0.0578,,0.0574,-0.0426,0.022,0.0089,0.0144,0.1004,False,True,False,False,False
7,92622007,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.2648184951384398,0.5380250563164254,0.7306656343376171,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.2107,0.0881,0.0168,0.038,0.3834,True,0.1107,True,,0.0,0.1123,NaN,0.0,0.0,"[0, 0, -0.111, 0.0171]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.1123,0.0,0.0,,0.2107,0.1107,0.0881,0.0168,0.038,0.3834,False,True,True,False,False
7,92622007,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-9.548731141681419e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.2648184951384398,0.5280374768644348,0.7397616306334779,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1372,0.0468,0.0034,0.0454,0.2289,True,0.0372,True,,0.0,0.0968,NaN,4.8118e-08,0.0,"[4.8118e-08, 0, -0.0175, 0.0952]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0968,0.0,4.8118e-08,,0.1372,0.0372,0.0468,0.0034,0.0454,0.2289,False,True,True,False,False
7,92622007,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-7.315055908917113e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.20408988043031895,0.5347801617871174,0.7306656343376171,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.2194,0.0625,0.0004,0.0969,0.3419,True,0.1194,True,,0.0,0.1368,NaN,0.1118,0.0,"[0.1118, 0, -0.1351, 0.0216]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.1368,0.0,0.1118,,0.2194,0.1194,0.0625,0.0004,0.0969,0.3419,False,True,False,False,False
7,92622007,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-1.1756339853616784e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.20408988043031895,0.5238373385315745,0.7397616306334779,0.0,0.0,True,False,[],0.1152,0.0333,0.0005,0.05,0.1804,True,0.0152,True,,0.0656,0.1087,-0.8827,0.0658,0.0007,"[0.0658, 0.0656, -0.096, 0.0511]","[0, 0, '-Inf', 0]",non_singular,,False,0.1087,0.0656,0.0658,-0.8827,0.1152,0.0152,0.0333,0.0005,0.05,0.1804,False,False,False,True,False
7,92622007,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-1.0386953670285761e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.25049193985156104,0.5309057947264954,0.7368069338031257,0.0,0.0,True,True,[],0.1796,0.0419,0.0,0.0976,0.2616,True,0.0796,True,,0.0,0.0314,NaN,0.0534,0.0,"[0.0534, 0, -0.0301, 0.0087]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0314,0.0,0.0534,,0.1796,0.0796,0.0419,0.0,0.0976,0.2616,False,True,False,False,False
7,92622007,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-1.2464344404342918e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.25049193985156104,0.5238373385315745,0.7457676910121696,0.0,0.0,True,True,[],0.1313,0.0217,1.4683e-09,0.0887,0.1738,True,0.0313,True,,0.0,0.062,NaN,0.013,0.0,"[0.013, 0, 0.0619, 0.0012]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.062,0.0,0.013,,0.1313,0.0313,0.0217,1.4683e-09,0.0887,0.1738,False,True,False,False,False
8,92622008,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-2.0843863046771897e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.33697755637941296,0.5413070577820931,0.7176124763552716,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.081,0.095,0.3936,-0.1051,0.2672,False,-0.019,True,,0.1099,0.2127,-1,0.0,0.0,"[0, 0.1099, -0.2127, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.2127,0.1099,0.0,-1.0,0.081,-0.019,0.095,0.3936,-0.1051,0.2672,False,False,True,True,True
8,92622008,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-1.075812286285001e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.33697755637941296,0.5394344757559524,0.7191908251364666,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1306,0.0483,0.0069,0.0358,0.2253,True,0.0306,True,,0.1019,0.1145,-1,0.0,8.6736e-19,"[0, 0.1019, -0.1145, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1145,0.1019,0.0,-1.0,0.1306,0.0306,0.0483,0.0069,0.0358,0.2253,False,False,True,True,True
8,92622008,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-2.6896977503203844e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.40028911923026295,0.5392480095174611,0.7339459303362958,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1711,0.0589,0.0036,0.0558,0.2865,True,0.0711,True,,0.0057,0.0095,-1,0.0,0.0,"[0, 0.0057, -0.0095, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0095,0.0057,0.0,-1.0,0.1711,0.0711,0.0589,0.0036,0.0558,0.2865,False,False,True,True,True
8,92622008,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-8.607032801025228e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.40028911923026295,0.5378588734945188,0.7353182511887019,0.0,0.0,True,True,[],0.143,0.0295,1.2986e-06,0.0851,0.2009,True,0.043,True,,0.0,1.3903e-06,NaN,0.0,0.0,"[0, 0, 1.3903e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.3903e-06,0.0,0.0,,0.143,0.043,0.0295,1.2986e-06,0.0851,0.2009,True,True,True,False,False
8,92622008,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,8.708126272308707e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.2623515761339809,0.5263458890412858,0.7339459303362958,0.0,0.0,True,True,[],0.1449,0.0427,0.0007,0.0613,0.2286,True,0.0449,True,,0.0875,0.101,-1,0.0,0.0,"[0, 0.0875, -0.101, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.101,0.0875,0.0,-1.0,0.1449,0.0449,0.0427,0.0007,0.0613,0.2286,False,False,True,True,True
8,92622008,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,7.619610488270117e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2623515761339809,0.5263458890412858,0.7353182511887019,0.0,0.0,True,True,[],0.123,0.021,4.3468e-09,0.0819,0.164,True,0.023,True,,0.0408,0.0253,-1,0.0,-5.421e-20,"[0, 0.0408, -0.0253, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0253,0.0408,0.0,-1.0,0.123,0.023,0.021,4.3468e-09,0.0819,0.164,False,False,True,True,True
9,92622009,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-4.619342283446111e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.315365409824727,0.5353196954944783,0.7268094484689019,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.036,0.0895,0.6876,-0.1394,0.2114,False,-0.064,True,,0.0114,0.1398,-1,0.0765,6.8292e-13,"[0.0765, 0.0114, -0.1398, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1398,0.0114,0.0765,-1.0,0.036,-0.064,0.0895,0.6876,-0.1394,0.2114,False,False,False,True,True
9,92622009,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,1.3569317957622945e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.315365409824727,0.5054294752443509,0.7368753463357322,0.0,0.0,True,False,[],0.0875,0.0475,0.0657,-0.0057,0.1806,False,-0.0125,True,,0.0869,0.1039,-0.8238,0.1022,0.0016,"[0.1022, 0.0869, -0.0856, 0.0589]","[0, 0, '-Inf', 0]",non_singular,,False,0.1039,0.0869,0.1022,-0.8238,0.0875,-0.0125,0.0475,0.0657,-0.0057,0.1806,False,False,False,True,False
9,92622009,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-1.666019613231289e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.14436772181300253,0.5353196954944783,0.7268094484689019,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0236,0.0614,0.701,-0.0967,0.1439,False,-0.0764,True,,0.0154,0.1208,-1,0.0,3.0347e-11,"[0, 0.0154, -0.1208, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1208,0.0154,0.0,-1.0,0.0236,-0.0764,0.0614,0.701,-0.0967,0.1439,False,False,True,True,True
9,92622009,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-7.809466937021666e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.14436772181300253,0.5054294752443509,0.7368753463357322,0.0,0.0,True,True,[],0.0774,0.0315,0.0141,0.0156,0.1391,True,-0.0226,True,,0.0,0.0801,NaN,0.0513,0.0,"[0.0513, 0, 0.0801, 0.0003]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0801,0.0,0.0513,,0.0774,-0.0226,0.0315,0.0141,0.0156,0.1391,False,True,False,False,False
9,92622009,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-2.0478417937671761e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.20009479592856996,0.5353196954944783,0.7348586796949346,0.0,0.0,True,True,[],0.039,0.0429,0.3629,-0.045,0.1231,False,-0.061,True,,0.0285,0.0997,-1,0.0477,2.5419e-10,"[0.0477, 0.0285, -0.0997, 0.0001]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0997,0.0285,0.0477,-1.0,0.039,-0.061,0.0429,0.3629,-0.045,0.1231,False,False,False,True,True
9,92622009,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,1.0239208968835884e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.20009479592856996,0.5054294752443509,0.7437496848590286,0.0,0.0,True,True,[],0.0706,0.0218,0.0012,0.0279,0.1133,True,-0.0294,True,,0.0,0.0642,NaN,0.054,0.0,"[0.054, 0, 0.0642, 0.0003]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0642,0.0,0.054,,0.0706,-0.0294,0.0218,0.0012,0.0279,0.1133,False,True,False,False,False
10,92622010,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-2.68954770787455e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.3580049893877625,0.5355746746291162,0.7228533247481705,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.2121,0.0843,0.0119,0.0468,0.3773,True,0.1121,True,,0.0,9.2292e-09,NaN,0.0,0.0,"[0, 0, -9.2292e-09, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,9.2292e-09,0.0,0.0,,0.2121,0.1121,0.0843,0.0119,0.0468,0.3773,True,True,True,False,False
10,92622010,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-1.1938298499239072e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.3580049893877625,0.527068166138044,0.7323895823046194,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1418,0.0422,0.0008,0.0591,0.2244,True,0.0418,True,,0.0,4.5371e-08,NaN,1.3785e-08,0.0,"[1.3785e-08, 0, -4.5371e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,4.5371e-08,0.0,1.3785e-08,,0.1418,0.0418,0.0422,0.0008,0.0591,0.2244,True,True,True,False,False
10,92622010,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-1.201239650327086e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.18900780333889075,0.5301229362996387,0.7228533247481705,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.2267,0.0588,0.0001,0.1114,0.3419,True,0.1267,False,,0.0,6.8295e-06,1,0.0558,-6.4623e-27,"[0.0558, 0, 6.8295e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,6.8295e-06,0.0,0.0558,1.0,0.2267,0.1267,0.0588,0.0001,0.1114,0.3419,True,True,False,True,True
10,92622010,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,1.6266786931512612e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.18900780333889075,0.5262760827140598,0.7343731551767367,0.0,0.0,True,True,[],0.1301,0.0294,9.8399e-06,0.0724,0.1878,True,0.0301,True,,0.0,1.0398e-06,NaN,1.5604e-07,0.0,"[1.5604e-07, 0, 1.0398e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0398e-06,0.0,1.5604e-07,,0.1301,0.0301,0.0294,9.8399e-06,0.0724,0.1878,True,True,True,False,False
10,92622010,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,2.8335359293225953e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.07494678401502623,0.5301229362996387,0.7234642321356647,0.0,0.0,True,True,[],0.232,0.0416,2.4499e-08,0.1505,0.3136,True,0.132,False,,0.0,0.0,NaN,0.0834,0.0,"[0.0834, 0, 0, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,0.0,0.0834,,0.232,0.132,0.0416,2.4499e-08,0.1505,0.3136,True,True,False,False,False
10,92622010,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-4.636695157073338e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.07494678401502623,0.5262760827140598,0.7351092913769313,0.0,0.0,True,True,[],0.1216,0.0208,5.0291e-09,0.0808,0.1624,True,0.0216,True,,0.0339,0.001,1,0.0,0.0,"[0, 0.0339, 0.001, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.001,0.0339,0.0,1.0,0.1216,0.0216,0.0208,5.0291e-09,0.0808,0.1624,False,False,True,True,True
11,92622011,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.136977666211423,0.5191939282543145,0.7183815030038182,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),-0.0109,0.0853,0.8986,-0.1781,0.1563,False,-0.1109,True,,0.0,9.5391e-09,NaN,0.0,0.0,"[0, 0, 9.5391e-09, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,9.5391e-09,0.0,0.0,,-0.0109,-0.1109,0.0853,0.8986,-0.1781,0.1563,True,True,True,False,False
11,92622011,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,1.3055038090441651e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.136977666211423,0.5191939282543145,0.7200213776862932,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1342,0.0438,0.0022,0.0483,0.22,True,0.0342,True,,0.0,0.0533,NaN,0.0591,0.0,"[0.0591, 0, 0.0379, 0.0375]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0533,0.0,0.0591,,0.1342,0.0342,0.0438,0.0022,0.0483,0.22,False,True,False,False,False
11,92622011,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.2901805922825544,0.5191939282543145,0.7376449419587853,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0163,0.059,0.7827,-0.0993,0.1318,False,-0.0837,True,,9.443e-07,1.1218e-06,-1,0.0,0.0,"[0, 9.443e-07, -1.1218e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.1218e-06,9.443e-07,0.0,-1.0,0.0163,-0.0837,0.059,0.7827,-0.0993,0.1318,True,True,True,True,True
11,92622011,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-4.700620312056956e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.2901805922825544,0.5191939282543145,0.7426673507173511,0.0,0.0,True,True,[],0.1174,0.0328,0.0004,0.053,0.1817,True,0.0174,True,,0.0296,0.1037,-1,0.0,0.0,"[0, 0.0296, -0.1037, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1037,0.0296,0.0,-1.0,0.1174,0.0174,0.0328,0.0004,0.053,0.1817,False,False,True,True,True
11,92622011,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,8.209093822184639e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.31420855554241256,0.5191939282543145,0.7376449419587853,0.0,0.0,True,True,[],0.0437,0.0417,0.2943,-0.038,0.1253,False,-0.0563,True,,1.0429e-07,1.0615e-06,-0.9941,4.0666e-07,1.2753e-16,"[4.0666e-07, 1.0429e-07, -1.0552e-06, 1.1548e-07]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0615e-06,1.0429e-07,4.0666e-07,-0.9941,0.0437,-0.0563,0.0417,0.2943,-0.038,0.1253,True,True,True,True,False
11,92622011,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-5.130683638865399e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.31420855554241256,0.5191939282543145,0.7426673507173511,0.0,0.0,True,True,[],0.115,0.0208,3.2182e-08,0.0742,0.1558,True,0.015,True,,0.0,6.8305e-09,NaN,0.0,0.0,"[0, 0, 6.8305e-09, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,6.8305e-09,0.0,0.0,,0.115,0.015,0.0208,3.2182e-08,0.0742,0.1558,True,True,True,False,False
12,92622012,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-3.0848580827136476e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.32041099221979014,0.5148741732011215,0.7378898259889931,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),-0.006,0.0843,0.9429,-0.1712,0.1591,False,-0.106,True,,0.0,7.7044e-07,NaN,0.175,0.0,"[0.175, 0, -7.7044e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,7.7044e-07,0.0,0.175,,-0.006,-0.106,0.0843,0.9429,-0.1712,0.1591,True,True,False,False,False
12,92622012,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-9.579930374052145e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.32041099221979014,0.5110863108992127,0.7432177319097871,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0885,0.0456,0.052,-0.0008,0.1779,False,-0.0115,True,,0.0,0.0821,NaN,0.0966,0.0,"[0.0966, 0, 0.0821, 0.0004]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0821,0.0,0.0966,,0.0885,-0.0115,0.0456,0.052,-0.0008,0.1779,False,True,False,False,False
12,92622012,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-7.987359819523056e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.3193804363973095,0.5148741732011215,0.7378898259889931,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0081,0.0582,0.8896,-0.1061,0.1222,False,-0.0919,True,,0.0,2.8155e-06,NaN,0.0,0.0,"[0, 0, 2.8155e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,2.8155e-06,0.0,0.0,,0.0081,-0.0919,0.0582,0.8896,-0.1061,0.1222,True,True,True,False,False
12,92622012,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-4.437422121957255e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.3193804363973095,0.5110863108992127,0.7432177319097871,0.0,0.0,True,True,[],0.043,0.03,0.1522,-0.0159,0.1018,False,-0.057,True,,0.0,0.0448,NaN,0.0737,0.0,"[0.0737, 0, -0.0062, 0.0444]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0448,0.0,0.0737,,0.043,-0.057,0.03,0.1522,-0.0159,0.1018,False,True,False,False,False
12,92622012,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-5.457128103872963e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.33333242086915715,0.5148741732011215,0.7378898259889931,0.0,0.0,True,True,[],0.0791,0.0436,0.0697,-0.0064,0.1645,False,-0.0209,True,,0.0,0.1334,NaN,0.1001,0.0,"[0.1001, 0, -0.1248, 0.0471]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.1334,0.0,0.1001,,0.0791,-0.0209,0.0436,0.0697,-0.0064,0.1645,False,True,False,False,False
12,92622012,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-3.6380854025819755e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.33333242086915715,0.5110863108992127,0.7432177319097871,0.0,0.0,True,True,[],0.0794,0.0211,0.0002,0.038,0.1207,True,-0.0206,True,,0.0108,0.0355,1,0.0745,4.3599e-14,"[0.0745, 0.0108, 0.0355, 7.1554e-07]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0355,0.0108,0.0745,1.0,0.0794,-0.0206,0.0211,0.0002,0.038,0.1207,False,False,False,True,True
