rep,seed,cell,n_models,n_items,true_effect,slope_sd,tau_model,tau_item,rho_model,beta0,beta_x,beta_c,n_obs,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,error,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,fit_error,singular_bool,model_slope_sd_num,model_intercept_sd_num,item_intercept_sd_num,model_intercept_slope_corr_num,estimate_num,bias_num,se_num,p_value_num,ci_low_num,ci_high_num,slope_zero,model_zero,item_zero,corr_finite,corr_boundary
20,92622020,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,1.6836355032883041e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.24901834465267633,0.5314462850220112,0.7384997231438905,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1799,0.0858,0.0359,0.0118,0.348,True,0.0799,True,,0.0,4.8069e-08,NaN,0.2254,0.0,"[0.2254, 0, 4.8069e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,4.8069e-08,0.0,0.2254,,0.1799,0.0799,0.0858,0.0359,0.0118,0.348,True,True,False,False,False
20,92622020,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,7.295753847582647e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.24901834465267633,0.5314462850220112,0.7384997231438905,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1785,0.0427,0.0,0.0948,0.2622,True,0.0785,True,,0.0,1.345e-06,NaN,0.1166,0.0,"[0.1166, 0, 1.3425e-06, 8.1865e-08]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.345e-06,0.0,0.1166,,0.1785,0.0785,0.0427,0.0,0.0948,0.2622,True,True,False,False,False
20,92622020,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-9.505821300585224e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.43266268737553376,0.5226812327865812,0.7384997231438905,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1523,0.0592,0.0101,0.0363,0.2684,True,0.0523,True,,0.0,2.5996e-07,NaN,0.1476,0.0,"[0.1476, 0, -2.0268e-07, 1.6279e-07]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,2.5996e-07,0.0,0.1476,,0.1523,0.0523,0.0592,0.0101,0.0363,0.2684,True,True,False,False,False
20,92622020,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,1.188227662573152e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.43266268737553376,0.5226812327865812,0.7384997231438905,0.0,0.0,True,True,[],0.1302,0.0295,0.0,0.0724,0.188,True,0.0302,True,,0.0,5.9351e-07,NaN,0.0803,0.0,"[0.0803, 0, 5.9351e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,5.9351e-07,0.0,0.0803,,0.1302,0.0302,0.0295,0.0,0.0724,0.188,True,True,False,False,False
20,92622020,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-1.0356067600226044e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.4192149918827234,0.5226812327865812,0.7384997231438905,0.0,0.0,True,True,[],0.1195,0.0417,0.0042,0.0378,0.2012,True,0.0195,True,,1.0656e-06,1.3491e-06,-1,0.0688,-2.0195e-28,"[0.0688, 1.0656e-06, -1.3491e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.3491e-06,1.0656e-06,0.0688,-1.0,0.1195,0.0195,0.0417,0.0042,0.0378,0.2012,True,True,False,True,True
20,92622020,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-1.139167436024865e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.4192149918827234,0.5226812327865812,0.7384997231438905,0.0,0.0,True,True,[],0.1241,0.0208,2.5776e-09,0.0833,0.1649,True,0.0241,True,,0.0087,0.0093,-1,0.0407,-6.7763e-21,"[0.0407, 0.0087, -0.0093, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0093,0.0087,0.0407,-1.0,0.1241,0.0241,0.0208,2.5776e-09,0.0833,0.1649,False,False,False,True,True
21,92622021,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-7.473452229593673e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.18331240851421987,0.5418399866335895,0.7423126725699584,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0979,0.0879,0.2651,-0.0743,0.2701,False,-0.0021,True,,0.0991,0.1113,-1,0.1326,0.0,"[0.1326, 0.0991, -0.1113, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1113,0.0991,0.1326,-1.0,0.0979,-0.0021,0.0879,0.2651,-0.0743,0.2701,False,False,False,True,True
21,92622021,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-2.2420356688781016e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.18331240851421987,0.5403940801958426,0.749138471682361,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1102,0.0429,0.0101,0.0262,0.1942,True,0.0102,True,,0.0586,0.027,-1,0.1129,0.0,"[0.1129, 0.0586, -0.027, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.027,0.0586,0.1129,-1.0,0.1102,0.0102,0.0429,0.0101,0.0262,0.1942,False,False,False,True,True
21,92622021,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-1.0059259669586012e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.21180427726167272,0.5372332902678323,0.7423126725699584,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0604,0.0628,0.336,-0.0627,0.1836,False,-0.0396,True,,0.157,0.1562,-1,0.1088,0.0,"[0.1088, 0.157, -0.1562, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1562,0.157,0.1088,-1.0,0.0604,-0.0396,0.0628,0.336,-0.0627,0.1836,False,False,False,True,True
21,92622021,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-4.470782075371562e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.21180427726167272,0.5357853010435204,0.749138471682361,0.0,0.0,True,True,[],0.1072,0.0295,0.0003,0.0493,0.1651,True,0.0072,True,,0.0318,0.0198,1,0.0741,0.0,"[0.0741, 0.0318, 0.0198, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0198,0.0318,0.0741,1.0,0.1072,0.0072,0.0295,0.0003,0.0493,0.1651,False,False,False,True,True
21,92622021,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-1.984186331464259e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.27829789958637313,0.5372332902678323,0.7423126725699584,0.0,0.0,True,True,[],0.1225,0.0422,0.0037,0.0398,0.2053,True,0.0225,True,,0.0749,0.0722,-1,0.0126,1.0031e-14,"[0.0126, 0.0749, -0.0722, 1.3912e-07]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0722,0.0749,0.0126,-1.0,0.1225,0.0225,0.0422,0.0037,0.0398,0.2053,False,False,False,True,True
21,92622021,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,-4.822675111197855e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.27829789958637313,0.531453395002434,0.749138471682361,0.0,0.0,True,True,[],0.1005,0.0222,5.8038e-06,0.0571,0.144,True,0.0005,True,,0.0,0.0767,NaN,1.3346e-06,0.0,"[1.3346e-06, 0, -0.0584, 0.0497]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0767,0.0,1.3346e-06,,0.1005,0.0005,0.0222,5.8038e-06,0.0571,0.144,False,True,True,False,False
22,92622022,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.3020482398444109,0.5349857029782754,0.7217815803954217,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1961,0.096,0.0411,0.0079,0.3843,True,0.0961,True,,0.0,0.2056,NaN,0.0,0.0,"[0, 0, -0.204, 0.0252]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.2056,0.0,0.0,,0.1961,0.0961,0.096,0.0411,0.0079,0.3843,False,True,True,False,False
22,92622022,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,9.528106448717525e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.3020482398444109,0.5349857029782754,0.7374941300105773,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1756,0.0456,0.0001,0.0862,0.2651,True,0.0756,True,,0.0,0.0764,NaN,0.0169,0.0,"[0.0169, 0, 0.0182, 0.0742]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0764,0.0,0.0169,,0.1756,0.0756,0.0456,0.0001,0.0862,0.2651,False,True,False,False,False
22,92622022,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,1.7054639828955995e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.4054174799084253,0.5349857029782754,0.7217815803954217,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1425,0.0598,0.0172,0.0253,0.2597,True,0.0425,True,,0.0,0.0713,NaN,5.1596e-08,0.0,"[5.1596e-08, 0, -0.0713, 0.0003]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0713,0.0,5.1596e-08,,0.1425,0.0425,0.0598,0.0172,0.0253,0.2597,False,True,True,False,False
22,92622022,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-1.705463982895598e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.4054174799084253,0.534068619568937,0.7374941300105773,0.0,0.0,True,True,[],0.1471,0.0295,6.3148e-07,0.0892,0.2049,True,0.0471,True,,0.0168,0.0009,1,0.0454,0.0,"[0.0454, 0.0168, 0.0009, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0009,0.0168,0.0454,1.0,0.1471,0.0471,0.0295,6.3148e-07,0.0892,0.2049,False,False,False,True,True
22,92622022,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-2.795916251146535e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.37553157580374924,0.5204292813175517,0.7276946827114437,0.0,0.0,True,True,[],0.1362,0.0416,0.0011,0.0547,0.2176,True,0.0362,True,,0.0836,0.009,1,1.5882e-07,0.0,"[1.5882e-07, 0.0836, 0.009, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.009,0.0836,1.5882e-07,1.0,0.1362,0.0362,0.0416,0.0011,0.0547,0.2176,False,False,True,True,True
22,92622022,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,5.871424127407724e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.37553157580374924,0.5204292813175517,0.7443272548167262,0.0,0.0,True,True,[],0.1422,0.0211,1.6645e-11,0.1008,0.1835,True,0.0422,False,,0.0,0.0363,NaN,0.0354,0.0,"[0.0354, 0, -0.0363, 0.0004]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0363,0.0,0.0354,,0.1422,0.0422,0.0211,1.6645e-11,0.1008,0.1835,False,True,False,False,False
23,92622023,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,5.147284821293187e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.44552320866587547,0.5451323171048953,0.7193710828636963,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1003,0.0859,0.2427,-0.068,0.2686,False,0.0003,True,,0.0,9.4692e-07,NaN,0.0295,0.0,"[0.0295, 0, 9.4692e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,9.4692e-07,0.0,0.0295,,0.1003,0.0003,0.0859,0.2427,-0.068,0.2686,True,True,False,False,False
23,92622023,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-5.347828385759164e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.44552320866587547,0.5409092501594972,0.7216896068508941,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1315,0.0491,0.0075,0.0352,0.2278,True,0.0315,True,,0.1179,0.1176,-1,0.1216,8.7517e-16,"[0.1216, 0.1179, -0.1176, 4.1817e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1176,0.1179,0.1216,-1.0,0.1315,0.0315,0.0491,0.0075,0.0352,0.2278,False,False,False,True,True
23,92622023,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,-2.1346004463287073e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.3106297069528236,0.5418647434405404,0.7196855752519324,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1176,0.0639,0.0659,-0.0077,0.2429,False,0.0176,True,,0.1242,0.1698,-1,0.0152,0.0,"[0.0152, 0.1242, -0.1698, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1698,0.1242,0.0152,-1.0,0.1176,0.0176,0.0639,0.0659,-0.0077,0.2429,False,False,False,True,True
23,92622023,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,0.0,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.3106297069528236,0.5364267718811403,0.7216896068508941,0.0,0.0,True,True,[],0.1132,0.0311,0.0003,0.0524,0.1741,True,0.0132,True,,0.0814,0.069,-1,0.0618,4.3368e-19,"[0.0618, 0.0814, -0.069, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.069,0.0814,0.0618,-1.0,0.1132,0.0132,0.0311,0.0003,0.0524,0.1741,False,False,False,True,True
23,92622023,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-2.1795465784437846e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.20618656637294921,0.5311110804633185,0.7289898886801256,0.0,0.0,True,True,[],0.092,0.0439,0.0359,0.006,0.178,True,-0.008,True,,0.0646,0.1327,-1,0.0395,4.3368e-19,"[0.0395, 0.0646, -0.1327, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1327,0.0646,0.0395,-1.0,0.092,-0.008,0.0439,0.0359,0.006,0.178,False,False,False,True,True
23,92622023,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,1.6346599338328382e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.20618656637294921,0.5263136309858779,0.7303536596385927,0.0,0.0,True,True,[],0.1015,0.0214,2.214e-06,0.0595,0.1435,True,0.0015,True,,0.0672,0.05,-1,0.0362,4.9869e-15,"[0.0362, 0.0672, -0.05, 8.8036e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.05,0.0672,0.0362,-1.0,0.1015,0.0015,0.0214,2.214e-06,0.0595,0.1435,False,False,False,True,True
24,92622024,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.24624454818685595,0.5378999482268781,0.7179475371284106,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.021,0.0913,0.8181,-0.1579,0.1999,False,-0.079,True,,0.0896,0.1658,-1,0.0,0.0,"[0, 0.0896, -0.1658, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1658,0.0896,0.0,-1.0,0.021,-0.079,0.0913,0.8181,-0.1579,0.1999,False,False,True,True,True
24,92622024,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,1.169285385663508e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.24624454818685595,0.5351964331791075,0.7303205759527208,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0506,0.0467,0.2784,-0.0409,0.1421,False,-0.0494,True,,0.0417,0.0954,-1,0.1005,-4.3368e-19,"[0.1005, 0.0417, -0.0954, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0954,0.0417,0.1005,-1.0,0.0506,-0.0494,0.0467,0.2784,-0.0409,0.1421,False,False,False,True,True
24,92622024,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,1.4353944300617163e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.15546507515672,0.5369646534022693,0.7181022905677331,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0687,0.0587,0.242,-0.0464,0.1837,False,-0.0313,True,,0.0,1.4747e-08,NaN,0.0,0.0,"[0, 0, 1.4747e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.4747e-08,0.0,0.0,,0.0687,-0.0313,0.0587,0.242,-0.0464,0.1837,True,True,True,False,False
24,92622024,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-7.729046931101548e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.15546507515672,0.5351964331791075,0.7303205759527208,0.0,0.0,True,True,[],0.069,0.031,0.0262,0.0082,0.1299,True,-0.031,True,,0.0,0.0704,NaN,0.0,0.0,"[0, 0, -0.0684, 0.0167]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0704,0.0,0.0,,0.069,-0.031,0.031,0.0262,0.0082,0.1299,False,True,True,False,False
24,92622024,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-5.3488006396338265e-20,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.19051132754907016,0.5287837074104612,0.7305626385634888,0.0,0.0,True,True,[],0.1117,0.0416,0.0072,0.0302,0.1931,True,0.0117,True,,0.0,4.8597e-07,NaN,4.5878e-09,0.0,"[4.5878e-09, 0, 4.8597e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,4.8597e-07,0.0,4.5878e-09,,0.1117,0.0117,0.0416,0.0072,0.0302,0.1931,True,True,True,False,False
24,92622024,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,1.0697601279267653e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.19051132754907016,0.5208909535113854,0.733914453855705,0.0,0.0,True,True,[],0.1152,0.0209,3.7497e-08,0.0741,0.1562,True,0.0152,True,,0.065,0.0174,-1,0.0,5.421e-20,"[0, 0.065, -0.0174, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0174,0.065,0.0,-1.0,0.1152,0.0152,0.0209,3.7497e-08,0.0741,0.1562,False,False,True,True,True
25,92622025,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-4.498240591207862e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.122302941423685,0.5304230143512293,0.7292635835997358,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1658,0.1012,0.1014,-0.0325,0.3641,False,0.0658,True,,0.1303,0.2685,-1,0.0,1.7347e-18,"[0, 0.1303, -0.2685, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.2685,0.1303,0.0,-1.0,0.1658,0.0658,0.1012,0.1014,-0.0325,0.3641,False,False,True,True,True
25,92622025,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,-3.998436081073652e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.122302941423685,0.5252268235873572,0.7341783010857,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1579,0.0426,0.0002,0.0744,0.2414,True,0.0579,True,,0.0061,0.0052,-1,0.0328,0.0,"[0.0328, 0.0061, -0.0052, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0052,0.0061,0.0328,-1.0,0.1579,0.0579,0.0426,0.0002,0.0744,0.2414,False,False,False,True,True
25,92622025,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,8.170324431286092e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.13338293304221016,0.5304230143512293,0.7292635835997358,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1703,0.067,0.0111,0.0389,0.3017,True,0.0703,True,,0.0985,0.2204,-1,0.075,0.0,"[0.075, 0.0985, -0.2204, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.2204,0.0985,0.075,-1.0,0.1703,0.0703,0.067,0.0111,0.0389,0.3017,False,False,False,True,True
25,92622025,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,3.574516938687665e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.13338293304221016,0.5252268235873572,0.7341783010857,0.0,0.0,True,True,[],0.1096,0.0296,0.0002,0.0516,0.1677,True,0.0096,True,,1.9507e-06,1.3649e-06,-1,0.0301,4.039e-28,"[0.0301, 1.9507e-06, -1.3649e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.3649e-06,1.9507e-06,0.0301,-1.0,0.1096,0.0096,0.0296,0.0002,0.0516,0.1677,True,True,False,True,True
25,92622025,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,2.653410436582576e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.11450054349473615,0.5299891175604068,0.7336926240867778,0.0,0.0,True,True,[],0.1556,0.0459,0.0007,0.0656,0.2456,True,0.0556,True,,0.1174,0.1886,-1,0.0537,-1.7347e-18,"[0.0537, 0.1174, -0.1886, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1886,0.1174,0.0537,-1.0,0.1556,0.0556,0.0459,0.0007,0.0656,0.2456,False,False,False,True,True
25,92622025,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,2.0410849512173667e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.11450054349473615,0.5240159094187046,0.7341783010857,0.0,0.0,True,True,[],0.1108,0.0209,1.1593e-07,0.0698,0.1518,True,0.0108,True,,0.0265,0.0142,-1,0.0589,0.0,"[0.0589, 0.0265, -0.0142, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0142,0.0265,0.0589,-1.0,0.1108,0.0108,0.0209,1.1593e-07,0.0698,0.1518,False,False,False,True,True
26,92622026,P5_A_24x100,24,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,2400,-3.380658944225959e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.03523160830814947,0.5472948035325669,0.726236880863397,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.0976,0.0956,0.3073,-0.0898,0.2849,False,-0.0024,True,,0.0,0.2173,NaN,0.0,0.0,"[0, 0, 0.2162, 0.0213]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.2173,0.0,0.0,,0.0976,-0.0024,0.0956,0.3073,-0.0898,0.2849,False,True,True,False,False
26,92622026,P5_B_24x400,24,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,9600,1.0141976832677869e-18,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,2400.0,0.03523160830814947,0.5456689969036117,0.7337714557569496,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1256,0.0425,0.0031,0.0423,0.2089,True,0.0256,True,,1.7691e-06,3.7105e-06,-1,0.035,0.0,"[0.035, 1.7691e-06, -3.7105e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,3.7105e-06,1.7691e-06,0.035,-1.0,0.1256,0.0256,0.0425,0.0031,0.0423,0.2089,True,True,False,True,True
26,92622026,P5_C_50x100,50,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,5000,1.8287316873957883e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,1250.0,0.16725696826355582,0.5472948035325669,0.726236880863397,0.0,0.0,True,True,boundary (singular) fit: see help('isSingular'),0.1136,0.065,0.0805,-0.0138,0.241,False,0.0136,True,,0.062,0.1981,-1,0.0436,8.6736e-19,"[0.0436, 0.062, -0.1981, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1981,0.062,0.0436,-1.0,0.1136,0.0136,0.065,0.0805,-0.0138,0.241,False,False,False,True,True
26,92622026,P5_D_50x400,50,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,20000,-1.6880600191345738e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,5000.0,0.16725696826355582,0.5456689969036117,0.7337714557569496,0.0,0.0,True,True,[],0.1181,0.0294,0.0001,0.0605,0.1757,True,0.0181,True,,3.8647e-06,0.0,-1,0.0628,1.6156e-27,"[0.0628, 3.8647e-06, 0, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,3.8647e-06,0.0628,-1.0,0.1181,0.0181,0.0294,0.0001,0.0605,0.1757,True,True,False,True,True
26,92622026,P5_E_100x100,100,100,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,10000,-3.429978746074115e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,2500.0,0.17969142010175418,0.5442919967731807,0.7359305462167663,0.0,0.0,True,True,[],0.1539,0.045,0.0006,0.0657,0.2421,True,0.0539,True,,0.0035,0.1728,-0.9993,0.0,1.6117e-08,"[0, 0.0035, -0.1726, 0.0063]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.1728,0.0035,0.0,-0.9993,0.1539,0.0539,0.045,0.0006,0.0657,0.2421,False,False,True,True,True
26,92622026,P5_F_100x400,100,400,0.1,0.02,0.03,0.03,0.3,0.5,0.15,0.05,40000,7.14578905432107e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.17969142010175418,0.5442919967731807,0.7359305462167663,0.0,0.0,True,True,[],0.1035,0.0219,2.3719e-06,0.0605,0.1465,True,0.0035,True,,0.0208,0.0712,-1,0.0217,0.0,"[0.0217, 0.0208, -0.0712, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0712,0.0208,0.0217,-1.0,0.1035,0.0035,0.0219,2.3719e-06,0.0605,0.1465,False,False,False,True,True
