condition,rep,seed,model_spec,n_models,n_items,target_corr,true_effect,rho_model_true,slope_sd_true,tau_model_true,tau_item_true,fit_error,generated_rows,p_min,p_max,pct_below_low,pct_above_high,near_separation,realized_corr,gamma_x,rho_model_target,rho_model_realized,converged,singular,warnings,r_stderr,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component_reported,singular_component_reclassified
s0p02_m0p15_i0p03,6,92619006,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.07571010545022964,0.9738619457219082,0.0,0.08333333333333333,False,0.5956463370993279,2.329243525230694,0.3,0.42979412899410524,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1708,0.119,0.1511,-0.0624,0.404,False,0.0708,True,0.0,0.2439,,0.0,0.0,"[0, 0, -0.2439, 0.0008]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p15_i0p15,6,92619006,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.07571010545022964,0.9738619457219082,0.0,0.08333333333333333,False,0.5956463370993279,2.329243525230694,0.3,0.42979412899410524,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1767,0.111,0.1114,-0.0409,0.3943,False,0.0767,True,0.0,0.1523,,0.0,0.0,"[0, 0, -0.1522, 0.0061]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p03,6,92619006,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.07571010545022964,0.9738619457219082,0.0,0.08333333333333333,False,0.5956463370993279,2.329243525230694,0.3,0.42979412899410513,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1411,0.111,0.2039,-0.0765,0.3587,False,0.0411,True,0.0,0.1473,,0.0,0.0,"[0, 0, 0.1457, 0.0213]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p15,6,92619006,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.07571010545022964,0.9738619457219082,0.0,0.08333333333333333,False,0.5956463370993279,2.329243525230694,0.3,0.42979412899410513,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1165,0.1089,0.2848,-0.097,0.33,False,0.0165,True,0.0,0.1122,,0.0,0.0,"[0, 0, -0.0879, 0.0696]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p15_i0p03,6,92619006,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.07571010545022964,0.9738619457219082,0.0,0.08333333333333333,False,0.5956463370993279,2.329243525230694,0.3,0.429794128994105,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1742,0.1203,0.1476,-0.0616,0.4099,False,0.0742,True,0.0,0.2567,,0.0,0.0,"[0, 0, -0.2551, 0.0289]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p15_i0p15,6,92619006,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.07571010545022964,0.9738619457219082,0.0,0.08333333333333333,False,0.5956463370993279,2.329243525230694,0.3,0.429794128994105,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1813,0.1063,0.088,-0.027,0.3897,False,0.0813,True,0.2155,0.0074,1.0,0.0,-6.7763e-21,"[0, 0.2155, 0.0074, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p03,7,92619007,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901971,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0107,0.1056,0.9191,-0.2176,0.1962,False,-0.1107,True,0.0,1.1033e-09,,0.0,0.0,"[0, 0, 1.1033e-09, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p03_i0p15,7,92619007,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901971,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0115,0.1119,0.9178,-0.2078,0.2309,False,-0.0885,True,0.1308,0.1651,-1.0,0.0707,1.7347e-18,"[0.0707, 0.1308, -0.1651, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,7,92619007,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901973,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0395,0.1168,0.7351,-0.1894,0.2684,False,-0.0605,True,0.0,0.2307,,0.0,0.0,"[0, 0, -0.2306, 0.0072]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p15_i0p15,7,92619007,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901973,True,False,[],,0.0327,0.1237,0.7914,-0.2097,0.2752,False,-0.0673,True,0.1579,0.2843,-0.4768,0.0966,0.0177,"[0.0966, 0.1579, -0.1355, 0.2499]","[0, 0, ""-Inf"", 0]",non_singular,non_singular
s0p1_m0p03_i0p03,7,92619007,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901971,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0267,0.1146,0.8159,-0.2513,0.1979,False,-0.1267,True,0.1303,0.2007,-1.0,0.0,0.0,"[0, 0.1303, -0.2007, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,7,92619007,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901971,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.017,0.1134,0.881,-0.2393,0.2053,False,-0.117,True,0.1366,0.1887,-1.0,0.0,-1.7347e-18,"[0, 0.1366, -0.1887, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,7,92619007,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901972,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0069,0.1172,0.9532,-0.2228,0.2365,False,-0.0931,True,0.0553,0.2356,-0.1414,3.036e-08,0.003,"[3.036e-08, 0.0553, -0.0333, 0.2332]","[0, 0, ""-Inf"", 0]",item_intercept_sd_zero,item_intercept_sd_zero
s0p1_m0p15_i0p15,7,92619007,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.06538010506495048,0.9524938591629813,0.0,0.041666666666666664,False,0.6023454558178917,2.054871388058079,0.3,0.5036947993901972,True,False,[],,-0.0008,0.133,0.9954,-0.2615,0.2599,False,-0.1008,True,0.154,0.3638,-0.6123,0.0782,0.0138,"[0.0782, 0.154, -0.2228, 0.2876]","[0, 0, ""-Inf"", 0]",non_singular,non_singular
s0p02_m0p03_i0p03,8,92619008,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.26073080108067737,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2251,0.1032,0.0291,0.0229,0.4274,True,0.1251,True,0.1437,0.0394,-1.0,1.6955e-07,-2.1684e-19,"[1.6955e-07, 0.1437, -0.0394, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,8,92619008,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.26073080108067737,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2034,0.1032,0.0488,0.001,0.4058,True,0.1034,True,0.1375,0.0272,-1.0,0.1012,-2.1684e-19,"[0.1012, 0.1375, -0.0272, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,8,92619008,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.26073080108067737,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2015,0.1041,0.0529,-0.0025,0.4056,False,0.1015,True,0.2454,0.0766,-1.0,3.9639e-07,4.2825e-14,"[3.9639e-07, 0.2454, -0.0766, 2.1679e-07]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p15,8,92619008,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.26073080108067737,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2225,0.1073,0.0382,0.0121,0.4329,True,0.1225,True,0.0,0.1424,,0.1611,0.0,"[0.1611, 0, -0.1424, 0.0028]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p03,8,92619008,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.26073080108067737,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1926,0.1036,0.0631,-0.0105,0.3957,False,0.0926,True,0.0,0.0699,,7.0035e-08,0.0,"[7.0035e-08, 0, -0.0588, 0.0378]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p15,8,92619008,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.26073080108067737,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1609,0.1031,0.1184,-0.0411,0.3629,False,0.0609,True,0.1341,0.0284,-1.0,0.1185,-1.0842e-19,"[0.1185, 0.1341, -0.0284, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,8,92619008,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.2607308010806774,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1488,0.1033,0.1498,-0.0537,0.3512,False,0.0488,True,0.244,0.0613,-1.0,0.0,4.3368e-19,"[0, 0.244, -0.0613, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p15,8,92619008,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.05921162628342377,0.903991713502255,0.0,0.0,False,0.5622382613033581,1.8682387396974327,0.3,0.2607308010806774,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1773,0.1081,0.1009,-0.0345,0.3892,False,0.0773,True,0.0,0.158,,0.1708,0.0,"[0.1708, 0, -0.149, 0.0526]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p03_i0p03,9,92619009,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.08469193311489026,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0632,0.1127,0.575,-0.1577,0.2841,False,-0.0368,True,0.2381,0.1657,-1.0,0.1356,-3.4694e-18,"[0.1356, 0.2381, -0.1657, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,9,92619009,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.08469193311489026,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1042,0.1137,0.3594,-0.1187,0.3272,False,0.0042,True,0.2259,0.178,-1.0,0.1321,0.0,"[0.1321, 0.2259, -0.178, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,9,92619009,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.08469193311489023,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0859,0.1136,0.4494,-0.1367,0.3086,False,-0.0141,True,0.2119,0.1756,-1.0,0.0,0.0,"[0, 0.2119, -0.1756, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p15,9,92619009,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.08469193311489023,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0985,0.1154,0.3933,-0.1277,0.3247,False,-0.0015,True,0.1938,0.1955,-1.0,0.0,-3.4694e-18,"[0, 0.1938, -0.1955, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p03,9,92619009,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.08469193311489018,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0987,0.1125,0.38,-0.1217,0.3192,False,-0.0013,True,0.2373,0.1594,-1.0,0.142,3.4694e-18,"[0.142, 0.2373, -0.1594, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,9,92619009,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.08469193311489018,True,False,[],,0.1045,0.1147,0.362,-0.1203,0.3294,False,0.0045,True,0.2259,0.1838,-0.974,0.1415,0.0011,"[0.1415, 0.2259, -0.1791, 0.0416]","[0, 0, ""-Inf"", 0]",non_singular,non_singular
s0p1_m0p15_i0p03,9,92619009,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.0846919331148902,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1272,0.1175,0.2787,-0.103,0.3575,False,0.0272,True,0.2173,0.2223,-1.0,0.0,0.0,"[0, 0.2173, -0.2223, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p15,9,92619009,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.06292197795081775,0.9335689712991506,0.0,0.0,False,0.5945159066095019,1.9564311192211659,0.3,0.0846919331148902,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1056,0.116,0.3627,-0.1218,0.3329,False,0.0056,True,0.1953,0.2038,-1.0,0.0,-6.9389e-18,"[0, 0.1953, -0.2038, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p03,10,92619010,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.031117357720965116,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.181,0.1079,0.0936,-0.0306,0.3925,False,0.081,True,0.0522,0.0068,-1.0,0.1808,0.0,"[0.1808, 0.0522, -0.0068, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,10,92619010,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.031117357720965116,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.164,0.1083,0.1301,-0.0484,0.3763,False,0.064,True,0.0647,0.0112,1.0,0.2929,0.0,"[0.2929, 0.0647, 0.0112, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,10,92619010,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.031117357720965064,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1303,0.1082,0.2285,-0.0818,0.3424,False,0.0303,True,0.0,0.0399,,0.2041,0.0,"[0.2041, 0, -0.0394, 0.0063]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p15_i0p15,10,92619010,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.031117357720965064,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1307,0.108,0.226,-0.0809,0.3423,False,0.0307,True,0.0832,0.0088,-1.0,0.2761,1.3553e-20,"[0.2761, 0.0832, -0.0088, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p03,10,92619010,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.03111735772096508,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1585,0.1079,0.1419,-0.053,0.3699,False,0.0585,True,0.0824,0.0204,1.0,0.1752,0.0,"[0.1752, 0.0824, 0.0204, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,10,92619010,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.03111735772096508,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1486,0.108,0.1688,-0.063,0.3603,False,0.0486,True,0.0656,0.0015,1.0,0.2742,4.2352e-22,"[0.2742, 0.0656, 0.0015, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,10,92619010,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.031117357720964998,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1151,0.1095,0.2932,-0.0995,0.3297,False,0.0151,True,0.0,0.0885,,0.199,0.0,"[0.199, 0, -0.0748, 0.0474]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p15_i0p15,10,92619010,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.07878058479573714,0.9596036027425564,0.0,0.041666666666666664,False,0.6053571104450024,2.1779863587931296,0.3,0.031117357720964998,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1376,0.1078,0.202,-0.0738,0.349,False,0.0376,True,0.088,0.0013,1.0,0.2562,0.0,"[0.2562, 0.088, 0.0013, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p03,11,92619011,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.2473141996865633,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0211,0.1082,0.8455,-0.191,0.2332,False,-0.0789,True,0.1041,0.0542,-1.0,3.3859e-08,4.3368e-19,"[3.3859e-08, 0.1041, -0.0542, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,11,92619011,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.2473141996865633,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0758,0.1096,0.4892,-0.139,0.2906,False,-0.0242,True,0.1336,0.0819,-1.0,1.0224e-07,2.3287e-14,"[1.0224e-07, 0.1336, -0.0819, 1.7898e-07]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,11,92619011,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.24731419968656332,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0335,0.1089,0.7583,-0.18,0.247,False,-0.0665,True,0.1774,0.0202,1.0,5.021e-38,3.9485e-14,"[5.021e-38, 0.1774, 0.0202, 2e-07]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p15,11,92619011,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.24731419968656332,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0408,0.1091,0.7085,-0.1731,0.2547,False,-0.0592,True,0.1819,0.0186,1.0,0.0,-5.421e-20,"[0, 0.1819, 0.0186, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p03,11,92619011,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.24731419968656324,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0139,0.1078,0.8972,-0.1974,0.2253,False,-0.0861,True,0.128,0.0028,1.0,0.0,-1.6941e-21,"[0, 0.128, 0.0028, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,11,92619011,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.24731419968656324,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0412,0.1085,0.7042,-0.1715,0.2539,False,-0.0588,True,0.163,0.0083,-1.0,0.0,0.0,"[0, 0.163, -0.0083, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,11,92619011,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.24731419968656337,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0234,0.1092,0.8303,-0.1906,0.2374,False,-0.0766,True,0.1841,0.0306,1.0,5.3477e-08,0.0,"[5.3477e-08, 0.1841, 0.0306, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p15,11,92619011,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.036691234858015606,0.9720969165122471,0.125,0.08333333333333333,True,0.6042495065864383,2.551585035093751,0.3,0.24731419968656337,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0212,0.1097,0.8469,-0.1938,0.2362,False,-0.0788,True,0.1949,0.0452,1.0,8.3603e-08,0.0,"[8.3603e-08, 0.1949, 0.0452, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p03,12,92619012,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123120002,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0571,0.1039,0.5827,-0.1466,0.2608,False,-0.0429,True,0.0642,0.0888,1.0,0.0,4.3368e-19,"[0, 0.0642, 0.0888, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,12,92619012,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123120002,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0476,0.1021,0.6411,-0.1524,0.2476,False,-0.0524,True,0.0742,0.031,1.0,0.0,-1.0842e-19,"[0, 0.0742, 0.031, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,12,92619012,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123120001,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0747,0.1035,0.4702,-0.1281,0.2776,False,-0.0253,True,0.1791,0.0855,-1.0,0.0,0.0,"[0, 0.1791, -0.0855, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
