condition,rep,seed,model_spec,n_models,n_items,target_corr,true_effect,rho_model_true,slope_sd_true,tau_model_true,tau_item_true,fit_error,generated_rows,p_min,p_max,pct_below_low,pct_above_high,near_separation,realized_corr,gamma_x,rho_model_target,rho_model_realized,converged,singular,warnings,r_stderr,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component_reported,singular_component_reclassified
s0p02_m0p15_i0p15,12,92619012,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123120001,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0555,0.1087,0.6095,-0.1575,0.2686,False,-0.0445,True,0.2562,0.1755,-1.0,0.0,-3.4694e-18,"[0, 0.2562, -0.1755, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p03,12,92619012,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123119998,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0512,0.1037,0.622,-0.1522,0.2545,False,-0.0488,True,0.0589,0.0858,1.0,0.0,0.0,"[0, 0.0589, 0.0858, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,12,92619012,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123119998,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0435,0.1033,0.6735,-0.159,0.246,False,-0.0565,True,0.0739,0.0808,1.0,5.509e-08,1.8141e-14,"[5.509e-08, 0.0739, 0.0808, 1.9966e-07]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,12,92619012,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123119992,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0685,0.1023,0.503,-0.132,0.269,False,-0.0315,True,0.0,0.0551,,0.0,0.0,"[0, 0, -0.0551, 0.0014]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p15_i0p15,12,92619012,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.08328541626804907,0.9281695836457915,0.0,0.0,False,0.5608717785960461,1.6641161265951627,0.3,0.06104974123119992,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0212,0.1088,0.8452,-0.192,0.2345,False,-0.0788,True,0.2581,0.1781,-1.0,0.0564,0.0,"[0.0564, 0.2581, -0.1781, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p03,13,92619013,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563475,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2026,0.1095,0.0644,-0.0121,0.4173,False,0.1026,True,0.0,0.1395,,0.0,0.0,"[0, 0, 0.1392, 0.0083]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p03_i0p15,13,92619013,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563475,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2231,0.1078,0.0385,0.0118,0.4344,True,0.1231,True,0.0,0.1104,,0.0789,0.0,"[0.0789, 0, 0.0871, 0.0678]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p15_i0p03,13,92619013,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563475,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1734,0.1171,0.1386,-0.0561,0.4029,False,0.0734,True,0.0,0.225,,0.1328,0.0,"[0.1328, 0, -0.1899, 0.1206]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p15_i0p15,13,92619013,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563475,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1976,0.1096,0.0715,-0.0173,0.4126,False,0.0976,True,0.0,0.1385,,0.0,0.0,"[0, 0, -0.1359, 0.0268]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p03,13,92619013,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563474,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.2175,0.1073,0.0427,0.0071,0.4279,True,0.1175,True,0.0,0.1047,,0.0,0.0,"[0, 0, 0.1036, 0.0153]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p15,13,92619013,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563474,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1926,0.1042,0.0646,-0.0117,0.3969,False,0.0926,True,0.0,0.0,,0.0819,0.0,"[0.0819, 0, -2.6578e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p15_i0p03,13,92619013,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563471,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1815,0.1065,0.0884,-0.0273,0.3902,False,0.0815,True,0.1022,0.0627,1.0,0.1392,0.0,"[0.1392, 0.1022, 0.0627, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p15,13,92619013,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.06260117505901801,0.9751539126444856,0.0,0.08333333333333333,False,0.5980849299080145,2.2390323392359575,0.3,0.6372284345563471,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1663,0.1109,0.1338,-0.0511,0.3836,False,0.0663,True,0.0,0.1573,,0.0805,0.0,"[0.0805, 0, -0.1352, 0.0803]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p03_i0p03,14,92619014,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.3185380713177714,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1449,0.1097,0.1866,-0.0702,0.36,False,0.0449,True,0.1551,0.123,-1.0,0.1289,0.0,"[0.1289, 0.1551, -0.123, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,14,92619014,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.3185380713177714,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1558,0.1075,0.1471,-0.0548,0.3665,False,0.0558,True,0.1357,0.056,-1.0,0.2123,8.6736e-19,"[0.2123, 0.1357, -0.056, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,14,92619014,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.3185380713177715,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1614,0.1072,0.1321,-0.0486,0.3714,False,0.0614,True,0.0,0.0781,,0.0421,0.0,"[0.0421, 0, -0.0781, 0.002]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p15_i0p15,14,92619014,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.3185380713177715,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1391,0.1133,0.2194,-0.0829,0.3611,False,0.0391,True,0.0,0.1743,,0.2225,0.0,"[0.2225, 0, -0.1742, 0.0039]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p03,14,92619014,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.3185380713177714,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1509,0.1083,0.1635,-0.0614,0.3632,False,0.0509,True,0.1543,0.0874,-1.0,0.1195,-8.6736e-19,"[0.1195, 0.1543, -0.0874, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,14,92619014,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.3185380713177714,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1726,0.1079,0.1095,-0.0388,0.384,False,0.0726,True,0.0,0.0666,,0.218,0.0,"[0.218, 0, -0.0229, 0.0626]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p15_i0p03,14,92619014,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.31853807131777145,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1554,0.1136,0.1715,-0.0673,0.3781,False,0.0554,True,0.0,0.1821,,0.0181,0.0,"[0.0181, 0, -0.1821, 0.0002]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p15_i0p15,14,92619014,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.07085431830517583,0.9622241337356354,0.0,0.08333333333333333,False,0.5899505013287611,2.354123606074773,0.3,0.31853807131777145,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1802,0.1124,0.1087,-0.04,0.4005,False,0.0802,True,0.0,0.1608,,0.2155,0.0,"[0.2155, 0, -0.1605, 0.0103]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p02_m0p03_i0p03,15,92619015,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.054305151127842205,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1836,0.1287,0.1538,-0.4358,0.0687,False,-0.2836,False,0.1853,0.3207,-1.0,0.0,-3.4694e-18,"[0, 0.1853, -0.3207, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,15,92619015,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.054305151127842205,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1809,0.1211,0.1352,-0.4182,0.0564,False,-0.2809,False,0.1694,0.2548,-1.0,0.0,-3.4694e-18,"[0, 0.1694, -0.2548, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,15,92619015,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.054305151127842156,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1717,0.1234,0.1642,-0.4136,0.0702,False,-0.2717,False,0.1694,0.2793,-0.6749,0.0,0.013,"[0, 0.1694, -0.1885, 0.2061]","[0, 0, ""-Inf"", 0]",item_intercept_sd_zero,item_intercept_sd_zero
s0p02_m0p15_i0p15,15,92619015,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.054305151127842156,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0987,0.1165,0.3965,-0.327,0.1295,False,-0.1987,True,0.0,0.2207,,0.0,0.0,"[0, 0, 0.215, 0.0502]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p03,15,92619015,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.05430515112784218,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1938,0.1168,0.0969,-0.4227,0.035,False,-0.2938,False,0.0,0.2129,,0.0,0.0,"[0, 0, 0.0055, 0.2128]","[0, 0, ""-Inf"", 0]",model_intercept_sd_zero,model_intercept_sd_zero
s0p1_m0p03_i0p15,15,92619015,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.05430515112784218,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1987,0.1336,0.137,-0.4606,0.0632,False,-0.2987,False,0.1763,0.3601,-1.0,2.4632e-07,0.0,"[2.4632e-07, 0.1763, -0.3601, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,15,92619015,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.054305151127842115,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1474,0.1354,0.2762,-0.4128,0.1179,False,-0.2474,True,0.1693,0.3769,-0.6276,0.0,0.016,"[0, 0.1693, -0.2366, 0.2934]","[0, 0, ""-Inf"", 0]",item_intercept_sd_zero,item_intercept_sd_zero
s0p1_m0p15_i0p15,15,92619015,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.04744087716927733,0.9400159918338791,0.041666666666666664,0.0,False,0.6011380001532061,1.987616269413913,0.3,0.054305151127842115,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.0911,0.1344,0.4978,-0.3545,0.1723,False,-0.1911,True,0.1538,0.3741,-0.698,0.0,0.0111,"[0, 0.1538, -0.2611, 0.2679]","[0, 0, ""-Inf"", 0]",item_intercept_sd_zero,item_intercept_sd_zero
s0p02_m0p03_i0p03,16,92619016,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.03111658705273009,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.104,0.1056,0.3246,-0.1029,0.3109,False,0.004,True,0.0,1.3282e-07,,0.0,0.0,"[0, 0, 1.3282e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p03_i0p15,16,92619016,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.03111658705273009,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1272,0.106,0.2299,-0.0805,0.3349,False,0.0272,True,0.0,4.1927e-07,,0.1188,0.0,"[0.1188, 0, 4.1927e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p15_i0p03,16,92619016,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.03111658705273006,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0614,0.106,0.5627,-0.1465,0.2692,False,-0.0386,True,0.0,1.1287e-06,,0.0,0.0,"[0, 0, 1.1287e-06, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p15_i0p15,16,92619016,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.03111658705273006,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1184,0.106,0.264,-0.0894,0.3262,False,0.0184,True,0.0,1.0655e-06,,0.1065,0.0,"[0.1065, 0, 1.0655e-06, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p03_i0p03,16,92619016,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.031116587052730123,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1,0.1058,0.3444,-0.1073,0.3073,False,3.8849e-06,True,0.0,2.0243e-07,,1.801e-07,0.0,"[1.801e-07, 0, -3.7048e-08, 1.9901e-07]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p03_i0p15,16,92619016,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.031116587052730123,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1358,0.106,0.2,-0.0719,0.3435,False,0.0358,True,7.4086e-06,0.0,-1.0,0.0817,6.4623e-27,"[0.0817, 7.4086e-06, 0, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p1_m0p15_i0p03,16,92619016,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.031116587052730137,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.0837,0.1084,0.4403,-0.1288,0.2962,False,-0.0163,True,0.0406,0.0978,-1.0,0.0,-2.1684e-19,"[0, 0.0406, -0.0978, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p15,16,92619016,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.09638135024251167,0.9514746062879962,0.0,0.041666666666666664,False,0.5997891653625776,1.8979761841028226,0.3,-0.031116587052730137,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1225,0.1094,0.263,-0.092,0.3369,False,0.0225,True,0.0384,0.1178,-1.0,0.1244,0.0,"[0.1244, 0.0384, -0.1178, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p03,17,92619017,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.33345670052635096,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1073,0.1238,0.3861,-0.3499,0.1354,False,-0.2073,True,0.0984,0.2586,-1.0,0.1982,6.8001e-16,"[0.1982, 0.0984, -0.2586, 7.3326e-08]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p03_i0p15,17,92619017,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.33345670052635096,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1048,0.1247,0.4006,-0.3493,0.1396,False,-0.2048,True,0.1196,0.2664,-1.0,0.1986,-1.7347e-18,"[0.1986, 0.1196, -0.2664, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p03,17,92619017,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.33345670052635096,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1265,0.1332,0.3423,-0.3877,0.1346,False,-0.2265,True,0.1444,0.3368,-1.0,0.2082,2.2455e-13,"[0.2082, 0.1444, -0.3368, 1.2024e-06]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p15,17,92619017,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.33345670052635096,True,False,[],,-0.0779,0.1294,0.5473,-0.3315,0.1758,False,-0.1779,True,0.1857,0.3017,-0.7444,0.1457,0.0124,"[0.1457, 0.1857, -0.2246, 0.2015]","[0, 0, ""-Inf"", 0]",non_singular,non_singular
s0p1_m0p03_i0p03,17,92619017,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.03,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.33345670052635096,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1234,0.1326,0.3522,-0.3833,0.1366,False,-0.2234,True,0.1106,0.339,-1.0,0.2025,0.0,"[0.2025, 0.1106, -0.339, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p03_i0p15,17,92619017,M1,24,100,0.6,0.1,0.3,0.1,0.03,0.15,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.33345670052635096,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1168,0.1352,0.3875,-0.3818,0.1481,False,-0.2168,True,0.1325,0.3597,-1.0,0.1798,-3.4694e-18,"[0.1798, 0.1325, -0.3597, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p03,17,92619017,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.03,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.333456700526351,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),-0.1381,0.1411,0.3275,-0.4146,0.1384,False,-0.2381,True,0.1439,0.4012,-1.0,0.1768,6.9389e-18,"[0.1768, 0.1439, -0.4012, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p1_m0p15_i0p15,17,92619017,M1,24,100,0.6,0.1,0.3,0.1,0.15,0.15,,2400,0.05558747909779451,0.9169886705712837,0.0,0.0,False,0.6090323410408196,1.749329901120837,0.3,0.333456700526351,True,False,[],,-0.0679,0.1413,0.6305,-0.3448,0.2089,False,-0.1679,True,0.1835,0.3963,-0.8024,0.1785,0.0105,"[0.1785, 0.1835, -0.318, 0.2365]","[0, 0, ""-Inf"", 0]",non_singular,non_singular
s0p02_m0p03_i0p03,18,92619018,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.03,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.33037823969419056,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1754,0.1066,0.0997,-0.0335,0.3843,False,0.0754,True,0.0,6.3578e-07,,0.0735,0.0,"[0.0735, 0, 6.3578e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p03_i0p15,18,92619018,M1,24,100,0.6,0.1,0.3,0.02,0.03,0.15,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.33037823969419056,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1461,0.107,0.172,-0.0636,0.3557,False,0.0461,True,0.0,7.2872e-07,,0.0001,0.0,"[0.0001, 0, 7.2872e-07, 0]","[0, 0, ""-Inf"", 0]",model_slope_sd_zero,model_slope_sd_zero
s0p02_m0p15_i0p03,18,92619018,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.03,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.33037823969419045,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1704,0.108,0.1146,-0.0412,0.382,False,0.0704,True,0.1524,0.0535,-1.0,0.0,-4.3368e-19,"[0, 0.1524, -0.0535, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
s0p02_m0p15_i0p15,18,92619018,M1,24,100,0.6,0.1,0.3,0.02,0.15,0.15,,2400,0.04078788446415506,0.9537082899868867,0.125,0.041666666666666664,True,0.6148778417908368,2.180382437754982,0.3,0.33037823969419045,True,True,boundary (singular) fit: see help('isSingular'),boundary (singular) fit: see help('isSingular'),0.1648,0.1078,0.1265,-0.0466,0.3761,False,0.0648,True,0.1149,0.0451,-1.0,0.0,-2.1684e-19,"[0, 0.1149, -0.0451, 0]","[0, 0, ""-Inf"", 0]",model_corr_boundary,model_corr_boundary
