model_id,n,n_self,self_prop,y_mean,X_mean,context_mean,n_control,both_levels,self_within_ss,rep,seed
6,100,33,0.33,0.7,-0.4869644699315323,-0.047278346139217185,67,True,22.11,12,92620012
7,100,59,0.59,0.58,0.1352063674975188,-0.047278346139217185,41,True,24.19,12,92620012
8,100,53,0.53,0.58,0.14049439177889234,-0.047278346139217185,47,True,24.91,12,92620012
9,100,31,0.31,0.55,-0.6521000268036872,-0.047278346139217185,69,True,21.389999999999997,12,92620012
10,100,6,0.06,0.61,-1.2136274030850576,-0.047278346139217185,94,True,5.64,12,92620012
11,100,94,0.94,0.74,1.1513048456043862,-0.047278346139217185,6,True,5.640000000000005,12,92620012
12,100,90,0.9,0.6,1.2929921660720805,-0.047278346139217185,10,True,8.999999999999998,12,92620012
13,100,78,0.78,0.58,0.5035782328846814,-0.047278346139217185,22,True,17.159999999999997,12,92620012
14,100,84,0.84,0.63,0.5703203783932285,-0.047278346139217185,16,True,13.440000000000003,12,92620012
15,100,75,0.75,0.58,0.3647976104346551,-0.047278346139217185,25,True,18.75,12,92620012
16,100,64,0.64,0.6,0.35300604790725565,-0.047278346139217185,36,True,23.04,12,92620012
17,100,16,0.16,0.55,-1.0387252134091938,-0.047278346139217185,84,True,13.44,12,92620012
18,100,81,0.81,0.61,1.122869685116143,-0.047278346139217185,19,True,15.389999999999995,12,92620012
19,100,82,0.82,0.67,0.9756497802499721,-0.047278346139217185,18,True,14.760000000000003,12,92620012
20,100,79,0.79,0.58,0.6202784491579454,-0.047278346139217185,21,True,16.589999999999996,12,92620012
21,100,33,0.33,0.62,-0.34897174151618415,-0.047278346139217185,67,True,22.11,12,92620012
22,100,89,0.89,0.71,0.9823917223681065,-0.047278346139217185,11,True,9.79,12,92620012
23,100,73,0.73,0.59,0.3556443916747458,-0.047278346139217185,27,True,19.71,12,92620012
0,100,20,0.2,0.65,-0.7961431117779512,-0.060527849868470526,80,True,16.0,13,92620013
1,100,87,0.87,0.66,1.3360999136683172,-0.060527849868470526,13,True,11.31,13,92620013
2,100,11,0.11,0.61,-1.1705025602065557,-0.060527849868470526,89,True,9.790000000000001,13,92620013
3,100,22,0.22,0.56,-0.8801575776166501,-0.060527849868470526,78,True,17.16,13,92620013
4,100,18,0.18,0.6,-1.095412295329087,-0.060527849868470526,82,True,14.760000000000002,13,92620013
5,100,90,0.9,0.68,1.422399278359382,-0.060527849868470526,10,True,8.999999999999998,13,92620013
6,100,55,0.55,0.58,0.25996072112045,-0.060527849868470526,45,True,24.75,13,92620013
7,100,61,0.61,0.65,0.3031580565782086,-0.060527849868470526,39,True,23.79,13,92620013
8,100,82,0.82,0.58,1.0301181127448942,-0.060527849868470526,18,True,14.760000000000003,13,92620013
9,100,47,0.47,0.58,0.07557677617456804,-0.060527849868470526,53,True,24.91,13,92620013
10,100,87,0.87,0.73,1.1107626543852547,-0.060527849868470526,13,True,11.31,13,92620013
11,100,13,0.13,0.61,-1.0114739447133463,-0.060527849868470526,87,True,11.31,13,92620013
12,100,19,0.19,0.6,-1.3384771908522737,-0.060527849868470526,81,True,15.39,13,92620013
13,100,37,0.37,0.61,-0.23752373127639714,-0.060527849868470526,63,True,23.31,13,92620013
14,100,22,0.22,0.65,-0.6249462709032709,-0.060527849868470526,78,True,17.16,13,92620013
15,100,15,0.15,0.62,-0.9117446447845801,-0.060527849868470526,85,True,12.75,13,92620013
16,100,91,0.91,0.71,1.3263263401202607,-0.060527849868470526,9,True,8.189999999999998,13,92620013
17,100,77,0.77,0.67,0.759993722626996,-0.060527849868470526,23,True,17.709999999999997,13,92620013
18,100,92,0.92,0.71,1.4052734056609832,-0.060527849868470526,8,True,7.359999999999996,13,92620013
19,100,48,0.48,0.64,-0.10598618703931706,-0.060527849868470526,52,True,24.96,13,92620013
20,100,40,0.4,0.67,-0.4460684321271877,-0.060527849868470526,60,True,24.0,13,92620013
21,100,23,0.23,0.64,-0.5907836433338485,-0.060527849868470526,77,True,17.71,13,92620013
22,100,21,0.21,0.58,-0.9062799454059257,-0.060527849868470526,79,True,16.59,13,92620013
23,100,82,0.82,0.66,1.0858305539270638,-0.060527849868470526,18,True,14.760000000000003,13,92620013
0,100,86,0.86,0.71,1.1085961040898287,-0.06290841044763369,14,True,12.040000000000001,14,92620014
1,100,64,0.64,0.61,0.21532544702565914,-0.06290841044763369,36,True,23.04,14,92620014
2,100,30,0.3,0.58,-0.7122465328424442,-0.06290841044763369,70,True,21.0,14,92620014
3,100,8,0.08,0.54,-1.3164978271680052,-0.06290841044763369,92,True,7.36,14,92620014
4,100,16,0.16,0.63,-0.983106742728868,-0.06290841044763369,84,True,13.44,14,92620014
5,100,16,0.16,0.62,-1.1964719606993768,-0.06290841044763369,84,True,13.44,14,92620014
6,100,8,0.08,0.6,-1.275086784817164,-0.06290841044763369,92,True,7.36,14,92620014
7,100,28,0.28,0.59,-0.4223030571314812,-0.06290841044763369,72,True,20.16,14,92620014
8,100,36,0.36,0.64,-0.3767961366916186,-0.06290841044763369,64,True,23.04,14,92620014
9,100,94,0.94,0.69,1.6299323418816645,-0.06290841044763369,6,True,5.640000000000005,14,92620014
10,100,45,0.45,0.64,-0.17414078821126644,-0.06290841044763369,55,True,24.750000000000004,14,92620014
11,100,63,0.63,0.59,0.4029411325070651,-0.06290841044763369,37,True,23.31,14,92620014
12,100,55,0.55,0.6,0.12989463218583985,-0.06290841044763369,45,True,24.75,14,92620014
13,100,16,0.16,0.53,-1.2755395546663557,-0.06290841044763369,84,True,13.44,14,92620014
14,100,87,0.87,0.63,1.278020853465172,-0.06290841044763369,13,True,11.31,14,92620014
15,100,87,0.87,0.72,0.8259121195763851,-0.06290841044763369,13,True,11.31,14,92620014
16,100,11,0.11,0.52,-1.1573699072692563,-0.06290841044763369,89,True,9.790000000000001,14,92620014
17,100,74,0.74,0.64,0.686978582750518,-0.06290841044763369,26,True,19.240000000000002,14,92620014
18,100,76,0.76,0.65,0.7074253771707132,-0.06290841044763369,24,True,18.24,14,92620014
19,100,70,0.7,0.64,0.7208311014509441,-0.06290841044763369,30,True,21.000000000000004,14,92620014
20,100,90,0.9,0.72,1.2984053796440307,-0.06290841044763369,10,True,8.999999999999998,14,92620014
21,100,14,0.14,0.59,-1.3446102790689485,-0.06290841044763369,86,True,12.040000000000001,14,92620014
22,100,64,0.64,0.69,0.2788278936686641,-0.06290841044763369,36,True,23.04,14,92620014
23,100,83,0.83,0.68,0.9510786058783118,-0.06290841044763369,17,True,14.110000000000003,14,92620014
0,100,24,0.24,0.66,-0.3800646504699525,-0.12704110146188807,76,True,18.240000000000002,15,92620015
1,100,38,0.38,0.53,-0.25592054634494943,-0.12704110146188807,62,True,23.56,15,92620015
2,100,79,0.79,0.71,0.6165637251403808,-0.12704110146188807,21,True,16.589999999999996,15,92620015
3,100,33,0.33,0.56,-0.22336040369241417,-0.12704110146188807,67,True,22.11,15,92620015
4,100,7,0.07,0.58,-1.3352850896773578,-0.12704110146188807,93,True,6.510000000000001,15,92620015
5,100,31,0.31,0.59,-0.3339945911907627,-0.12704110146188807,69,True,21.389999999999997,15,92620015
6,100,7,0.07,0.6,-1.2448835513743912,-0.12704110146188807,93,True,6.510000000000001,15,92620015
7,100,4,0.04,0.54,-1.3533696460199598,-0.12704110146188807,96,True,3.84,15,92620015
8,100,87,0.87,0.73,1.122065760099261,-0.12704110146188807,13,True,11.31,15,92620015
9,100,21,0.21,0.59,-0.7027890243612037,-0.12704110146188807,79,True,16.59,15,92620015
10,100,89,0.89,0.59,1.074545267678456,-0.12704110146188807,11,True,9.79,15,92620015
11,100,20,0.2,0.55,-0.6285613794497227,-0.12704110146188807,80,True,16.0,15,92620015
12,100,97,0.97,0.65,1.495999494048732,-0.12704110146188807,3,True,2.910000000000003,15,92620015
13,100,78,0.78,0.63,0.4884032758705601,-0.12704110146188807,22,True,17.159999999999997,15,92620015
14,100,30,0.3,0.61,-0.47009988612754583,-0.12704110146188807,70,True,21.0,15,92620015
15,100,94,0.94,0.64,1.252748070260317,-0.12704110146188807,6,True,5.640000000000005,15,92620015
16,100,88,0.88,0.68,0.9277158926417696,-0.12704110146188807,12,True,10.559999999999999,15,92620015
17,100,48,0.48,0.67,0.13597008873224325,-0.12704110146188807,52,True,24.96,15,92620015
18,100,8,0.08,0.6,-1.2100260966117258,-0.12704110146188807,92,True,7.36,15,92620015
19,100,64,0.64,0.69,0.2704081857577929,-0.12704110146188807,36,True,23.04,15,92620015
20,100,41,0.41,0.72,-0.19340748850626355,-0.12704110146188807,59,True,24.190000000000005,15,92620015
21,100,87,0.87,0.66,0.919093307091682,-0.12704110146188807,13,True,11.31,15,92620015
22,100,69,0.69,0.78,0.35171124592552516,-0.12704110146188807,31,True,21.390000000000004,15,92620015
23,100,26,0.26,0.66,-0.32346195942047196,-0.12704110146188807,74,True,19.24,15,92620015
0,100,75,0.75,0.61,0.32336956132096617,-0.05092115791463396,25,True,18.75,16,92620016
1,100,8,0.08,0.61,-0.844875485767341,-0.05092115791463396,92,True,7.36,16,92620016
2,100,28,0.28,0.64,-0.5064364788699098,-0.05092115791463396,72,True,20.16,16,92620016
3,100,33,0.33,0.64,-0.011580696576261928,-0.05092115791463396,67,True,22.11,16,92620016
4,100,93,0.93,0.61,0.8817758412122387,-0.05092115791463396,7,True,6.509999999999995,16,92620016
5,100,21,0.21,0.63,-0.5221767826202317,-0.05092115791463396,79,True,16.59,16,92620016
6,100,92,0.92,0.68,1.2738414187282245,-0.05092115791463396,8,True,7.359999999999996,16,92620016
7,100,23,0.23,0.56,-0.4729924099464533,-0.05092115791463396,77,True,17.71,16,92620016
8,100,35,0.35,0.55,-0.3548175766208672,-0.05092115791463396,65,True,22.75,16,92620016
9,100,86,0.86,0.6,0.809102590491028,-0.05092115791463396,14,True,12.040000000000001,16,92620016
10,100,10,0.1,0.51,-0.6374600011130056,-0.05092115791463396,90,True,9.0,16,92620016
11,100,17,0.17,0.49,-0.7351473181004505,-0.05092115791463396,83,True,14.11,16,92620016
12,100,10,0.1,0.54,-1.043708264936475,-0.05092115791463396,90,True,9.0,16,92620016
13,100,73,0.73,0.68,0.3028704810345886,-0.05092115791463396,27,True,19.71,16,92620016
14,100,90,0.9,0.75,0.7626497768491928,-0.05092115791463396,10,True,8.999999999999998,16,92620016
15,100,86,0.86,0.63,0.575036706903914,-0.05092115791463396,14,True,12.040000000000001,16,92620016
16,100,34,0.34,0.65,-0.28636851557752685,-0.05092115791463396,66,True,22.439999999999998,16,92620016
17,100,82,0.82,0.68,0.6301556202413945,-0.05092115791463396,18,True,14.760000000000003,16,92620016
18,100,99,0.99,0.62,0.8732115441370764,-0.05092115791463396,1,True,0.9900000000000009,16,92620016
19,100,64,0.64,0.65,0.25094092566090076,-0.05092115791463396,36,True,23.04,16,92620016
20,100,19,0.19,0.58,-0.6681815318836577,-0.05092115791463396,81,True,15.39,16,92620016
21,100,50,0.5,0.69,-0.13319049684508322,-0.05092115791463396,50,True,25.0,16,92620016
22,100,56,0.56,0.6,-0.028398243374335053,-0.05092115791463396,44,True,24.64,16,92620016
23,100,29,0.29,0.64,-0.4376206643479108,-0.05092115791463396,71,True,20.589999999999996,16,92620016
0,100,96,0.96,0.64,1.0501632111606725,-0.060854155833495016,4,True,3.8400000000000034,17,92620017
1,100,79,0.79,0.64,0.5237532223782502,-0.060854155833495016,21,True,16.589999999999996,17,92620017
2,100,95,0.95,0.75,1.280072938513138,-0.060854155833495016,5,True,4.750000000000004,17,92620017
3,100,42,0.42,0.65,-0.15997467311063573,-0.060854155833495016,58,True,24.360000000000003,17,92620017
4,100,52,0.52,0.67,0.13884407141288158,-0.060854155833495016,48,True,24.96,17,92620017
5,100,38,0.38,0.71,-0.2453665822556701,-0.060854155833495016,62,True,23.56,17,92620017
6,100,6,0.06,0.59,-0.869245382081333,-0.060854155833495016,94,True,5.64,17,92620017
7,100,41,0.41,0.59,-0.19760002366956186,-0.060854155833495016,59,True,24.190000000000005,17,92620017
8,100,45,0.45,0.63,-0.0770676027942141,-0.060854155833495016,55,True,24.750000000000004,17,92620017
9,100,5,0.05,0.67,-1.1294429100715142,-0.060854155833495016,95,True,4.75,17,92620017
10,100,48,0.48,0.64,0.04754995867531342,-0.060854155833495016,52,True,24.96,17,92620017
11,100,80,0.8,0.69,0.5755986404939097,-0.060854155833495016,20,True,15.999999999999996,17,92620017
12,100,93,0.93,0.63,1.1069179504789233,-0.060854155833495016,7,True,6.509999999999995,17,92620017
13,100,96,0.96,0.74,1.2204717546179857,-0.060854155833495016,4,True,3.8400000000000034,17,92620017
14,100,35,0.35,0.59,-0.24551259632823452,-0.060854155833495016,65,True,22.75,17,92620017
15,100,41,0.41,0.6,-0.18930069863899845,-0.060854155833495016,59,True,24.190000000000005,17,92620017
16,100,83,0.83,0.67,0.7417435661799078,-0.060854155833495016,17,True,14.110000000000003,17,92620017
17,100,11,0.11,0.59,-1.006363829971047,-0.060854155833495016,89,True,9.790000000000001,17,92620017
18,100,1,0.01,0.56,-1.4814839487740432,-0.060854155833495016,99,True,0.99,17,92620017
19,100,42,0.42,0.64,-0.1477761186620583,-0.060854155833495016,58,True,24.360000000000003,17,92620017
20,100,19,0.19,0.64,-0.6832486759008418,-0.060854155833495016,81,True,15.39,17,92620017
21,100,14,0.14,0.53,-0.6308236870719632,-0.060854155833495016,86,True,12.040000000000001,17,92620017
22,100,64,0.64,0.66,0.211498005826547,-0.060854155833495016,36,True,23.04,17,92620017
23,100,64,0.64,0.66,0.1665934095925916,-0.060854155833495016,36,True,23.04,17,92620017
0,100,89,0.89,0.67,1.0784879590513476,0.018135745375625966,11,True,9.79,18,92620018
1,100,81,0.81,0.74,1.1268963813712851,0.018135745375625966,19,True,15.389999999999995,18,92620018
2,100,89,0.89,0.61,1.123758069558443,0.018135745375625966,11,True,9.79,18,92620018
3,100,65,0.65,0.7,0.7340636571805118,0.018135745375625966,35,True,22.75,18,92620018
4,100,93,0.93,0.6,1.2547086483975,0.018135745375625966,7,True,6.509999999999995,18,92620018
5,100,90,0.9,0.66,1.2763389377607712,0.018135745375625966,10,True,8.999999999999998,18,92620018
6,100,16,0.16,0.52,-1.1895428012345093,0.018135745375625966,84,True,13.44,18,92620018
7,100,28,0.28,0.59,-0.7384879469340914,0.018135745375625966,72,True,20.16,18,92620018
8,100,19,0.19,0.6,-0.9719767816708841,0.018135745375625966,81,True,15.39,18,92620018
9,100,35,0.35,0.6,-0.39847360225668993,0.018135745375625966,65,True,22.75,18,92620018
10,100,55,0.55,0.71,0.14949079043329583,0.018135745375625966,45,True,24.75,18,92620018
11,100,58,0.58,0.67,0.14288881263543018,0.018135745375625966,42,True,24.36,18,92620018
12,100,15,0.15,0.58,-1.0679632991347923,0.018135745375625966,85,True,12.75,18,92620018
13,100,9,0.09,0.51,-1.4909058986597827,0.018135745375625966,91,True,8.19,18,92620018
14,100,16,0.16,0.65,-0.8271976654612345,0.018135745375625966,84,True,13.44,18,92620018
15,100,59,0.59,0.63,0.24553942577155752,0.018135745375625966,41,True,24.19,18,92620018
16,100,52,0.52,0.64,0.06302761582231753,0.018135745375625966,48,True,24.96,18,92620018
17,100,65,0.65,0.71,0.407964407016042,0.018135745375625966,35,True,22.75,18,92620018
18,100,19,0.19,0.6,-0.879838296028426,0.018135745375625966,81,True,15.39,18,92620018
19,100,94,0.94,0.75,1.4071628655894874,0.018135745375625966,6,True,5.640000000000005,18,92620018
20,100,17,0.17,0.66,-0.8129514889233285,0.018135745375625966,83,True,14.11,18,92620018
21,100,66,0.66,0.67,0.4329685931986269,0.018135745375625966,34,True,22.439999999999998,18,92620018
22,100,10,0.1,0.53,-1.451583007478348,0.018135745375625966,90,True,9.0,18,92620018
23,100,73,0.73,0.67,0.3856246239954615,0.018135745375625966,27,True,19.71,18,92620018
0,100,72,0.72,0.65,0.4522747870039652,0.11648869017629701,28,True,20.160000000000004,19,92620019
1,100,4,0.04,0.56,-1.4211802239702502,0.11648869017629701,96,True,3.84,19,92620019
2,100,18,0.18,0.58,-0.7409569364091411,0.11648869017629701,82,True,14.760000000000002,19,92620019
3,100,76,0.76,0.63,0.45295639313129143,0.11648869017629701,24,True,18.24,19,92620019
4,100,70,0.7,0.65,0.5940320500473657,0.11648869017629701,30,True,21.000000000000004,19,92620019
5,100,32,0.32,0.6,-0.4243889046720639,0.11648869017629701,68,True,21.759999999999998,19,92620019
6,100,84,0.84,0.74,0.8534658977127537,0.11648869017629701,16,True,13.440000000000003,19,92620019
7,100,7,0.07,0.6,-1.1415213824349006,0.11648869017629701,93,True,6.510000000000001,19,92620019
8,100,21,0.21,0.66,-0.5196535209499711,0.11648869017629701,79,True,16.59,19,92620019
9,100,77,0.77,0.59,0.530245899465891,0.11648869017629701,23,True,17.709999999999997,19,92620019
10,100,82,0.82,0.64,0.6674732405957985,0.11648869017629701,18,True,14.760000000000003,19,92620019
11,100,2,0.02,0.52,-1.606524267540136,0.11648869017629701,98,True,1.96,19,92620019
12,100,15,0.15,0.64,-0.8272260025279614,0.11648869017629701,85,True,12.75,19,92620019
13,100,10,0.1,0.5,-0.906975387508277,0.11648869017629701,90,True,9.0,19,92620019
14,100,51,0.51,0.56,-0.07187120086081045,0.11648869017629701,49,True,24.99,19,92620019
15,100,57,0.57,0.6,0.25837879825168564,0.11648869017629701,43,True,24.509999999999998,19,92620019
16,100,89,0.89,0.69,0.9436920661478877,0.11648869017629701,11,True,9.79,19,92620019
17,100,90,0.9,0.71,0.9088938041446895,0.11648869017629701,10,True,8.999999999999998,19,92620019
18,100,44,0.44,0.63,-0.17549940872383551,0.11648869017629701,56,True,24.64,19,92620019
19,100,81,0.81,0.67,0.420411844292536,0.11648869017629701,19,True,15.389999999999995,19,92620019
20,100,56,0.56,0.67,0.0449155956268541,0.11648869017629701,44,True,24.64,19,92620019
21,100,82,0.82,0.67,0.6881718853438663,0.11648869017629701,18,True,14.760000000000003,19,92620019
22,100,62,0.62,0.62,0.16712998086591213,0.11648869017629701,38,True,23.56,19,92620019
23,100,80,0.8,0.64,0.8537549929668399,0.11648869017629701,20,True,15.999999999999996,19,92620019
0,100,50,0.5,0.62,0.1046420859469972,-0.11490364037315409,50,True,25.0,20,92620020
1,100,83,0.83,0.67,1.083400459758879,-0.11490364037315409,17,True,14.110000000000003,20,92620020
2,100,84,0.84,0.66,0.9784680455816909,-0.11490364037315409,16,True,13.440000000000003,20,92620020
3,100,31,0.31,0.64,-0.6116142943334957,-0.11490364037315409,69,True,21.389999999999997,20,92620020
4,100,77,0.77,0.62,0.4899609322511118,-0.11490364037315409,23,True,17.709999999999997,20,92620020
5,100,43,0.43,0.64,-0.35427859742977397,-0.11490364037315409,57,True,24.51,20,92620020
6,100,80,0.8,0.71,1.1798665056839361,-0.11490364037315409,20,True,15.999999999999996,20,92620020
7,100,21,0.21,0.65,-1.0539417525840324,-0.11490364037315409,79,True,16.59,20,92620020
8,100,65,0.65,0.59,0.3898216268313508,-0.11490364037315409,35,True,22.75,20,92620020
9,100,14,0.14,0.57,-0.7975045826658942,-0.11490364037315409,86,True,12.040000000000001,20,92620020
10,100,15,0.15,0.65,-1.0780799092015432,-0.11490364037315409,85,True,12.75,20,92620020
11,100,25,0.25,0.69,-0.6212846581683635,-0.11490364037315409,75,True,18.75,20,92620020
12,100,49,0.49,0.56,-0.22178001372519418,-0.11490364037315409,51,True,24.990000000000002,20,92620020
13,100,77,0.77,0.73,0.7397365790116908,-0.11490364037315409,23,True,17.709999999999997,20,92620020
14,100,53,0.53,0.65,0.010404733170743086,-0.11490364037315409,47,True,24.91,20,92620020
15,100,91,0.91,0.68,0.9771636984389803,-0.11490364037315409,9,True,8.189999999999998,20,92620020
16,100,14,0.14,0.6,-1.092528502238304,-0.11490364037315409,86,True,12.040000000000001,20,92620020
17,100,37,0.37,0.54,-0.2182660323373824,-0.11490364037315409,63,True,23.31,20,92620020
18,100,17,0.17,0.62,-1.0798930371600566,-0.11490364037315409,83,True,14.11,20,92620020
19,100,78,0.78,0.68,0.6765135930110676,-0.11490364037315409,22,True,17.159999999999997,20,92620020
20,100,12,0.12,0.61,-1.1416279614107658,-0.11490364037315409,88,True,10.56,20,92620020
21,100,92,0.92,0.61,1.3659757589285402,-0.11490364037315409,8,True,7.359999999999996,20,92620020
22,100,11,0.11,0.55,-1.0274412419655992,-0.11490364037315409,89,True,9.790000000000001,20,92620020
23,100,86,0.86,0.7,1.3022865646054171,-0.11490364037315409,14,True,12.040000000000001,20,92620020
0,100,74,0.74,0.65,0.7205246866674048,0.03224425259760741,26,True,19.240000000000002,21,92620021
1,100,41,0.41,0.56,-0.0776787909487684,0.03224425259760741,59,True,24.190000000000005,21,92620021
2,100,95,0.95,0.7,1.2341318806991186,0.03224425259760741,5,True,4.750000000000004,21,92620021
3,100,93,0.93,0.72,1.2277105376326798,0.03224425259760741,7,True,6.509999999999995,21,92620021
4,100,86,0.86,0.64,0.6592993663064687,0.03224425259760741,14,True,12.040000000000001,21,92620021
5,100,36,0.36,0.54,-0.27257558540876836,0.03224425259760741,64,True,23.04,21,92620021
6,100,81,0.81,0.68,0.3890317862113388,0.03224425259760741,19,True,15.389999999999995,21,92620021
7,100,57,0.57,0.61,0.07434678131295769,0.03224425259760741,43,True,24.509999999999998,21,92620021
8,100,70,0.7,0.7,0.2804947710586774,0.03224425259760741,30,True,21.000000000000004,21,92620021
9,100,68,0.68,0.55,0.31970904467151406,0.03224425259760741,32,True,21.759999999999998,21,92620021
10,100,42,0.42,0.59,0.035086246483309935,0.03224425259760741,58,True,24.360000000000003,21,92620021
11,100,14,0.14,0.58,-0.7408817008415073,0.03224425259760741,86,True,12.040000000000001,21,92620021
12,100,48,0.48,0.63,-0.1313826426641178,0.03224425259760741,52,True,24.96,21,92620021
13,100,63,0.63,0.65,0.12777140195871972,0.03224425259760741,37,True,23.31,21,92620021
14,100,12,0.12,0.58,-0.9158143465330807,0.03224425259760741,88,True,10.56,21,92620021
15,100,4,0.04,0.55,-1.3565158393656735,0.03224425259760741,96,True,3.84,21,92620021
16,100,88,0.88,0.64,0.8204168550542531,0.03224425259760741,12,True,10.559999999999999,21,92620021
17,100,69,0.69,0.64,0.38432376853546124,0.03224425259760741,31,True,21.390000000000004,21,92620021
18,100,6,0.06,0.59,-1.1359459167683532,0.03224425259760741,94,True,5.64,21,92620021
19,100,37,0.37,0.67,-0.0710765761760026,0.03224425259760741,63,True,23.31,21,92620021
20,100,88,0.88,0.77,0.739782697854393,0.03224425259760741,12,True,10.559999999999999,21,92620021
21,100,3,0.03,0.56,-1.3570740482791663,0.03224425259760741,97,True,2.91,21,92620021
22,100,18,0.18,0.49,-0.5953920367288195,0.03224425259760741,82,True,14.760000000000002,21,92620021
23,100,26,0.26,0.62,-0.3582923407320866,0.03224425259760741,74,True,19.24,21,92620021
0,100,88,0.88,0.62,1.3374618714837343,-0.06716349439968348,12,True,10.559999999999999,22,92620022
1,100,27,0.27,0.63,-0.5256774788827627,-0.06716349439968348,73,True,19.71,22,92620022
2,100,13,0.13,0.55,-1.0589116156559353,-0.06716349439968348,87,True,11.31,22,92620022
3,100,44,0.44,0.53,-0.04180606979946866,-0.06716349439968348,56,True,24.64,22,92620022
4,100,55,0.55,0.66,0.1991827230754648,-0.06716349439968348,45,True,24.75,22,92620022
5,100,13,0.13,0.58,-0.9330419470167629,-0.06716349439968348,87,True,11.31,22,92620022
6,100,56,0.56,0.64,0.14079985964117725,-0.06716349439968348,44,True,24.64,22,92620022
7,100,82,0.82,0.63,0.7315263396634836,-0.06716349439968348,18,True,14.760000000000003,22,92620022
8,100,95,0.95,0.71,1.2078615217164508,-0.06716349439968348,5,True,4.750000000000004,22,92620022
9,100,95,0.95,0.7,1.4999422202531856,-0.06716349439968348,5,True,4.750000000000004,22,92620022
10,100,14,0.14,0.67,-1.1362040429926612,-0.06716349439968348,86,True,12.040000000000001,22,92620022
11,100,89,0.89,0.77,0.7999543628643994,-0.06716349439968348,11,True,9.79,22,92620022
12,100,11,0.11,0.55,-1.1455282598429353,-0.06716349439968348,89,True,9.790000000000001,22,92620022
13,100,95,0.95,0.67,1.5861299112893104,-0.06716349439968348,5,True,4.750000000000004,22,92620022
14,100,35,0.35,0.63,-0.31720831993056287,-0.06716349439968348,65,True,22.75,22,92620022
15,100,34,0.34,0.61,-0.3905859370940661,-0.06716349439968348,66,True,22.439999999999998,22,92620022
16,100,19,0.19,0.7,-0.8192806586479958,-0.06716349439968348,81,True,15.39,22,92620022
17,100,25,0.25,0.61,-0.35326861352575456,-0.06716349439968348,75,True,18.75,22,92620022
18,100,42,0.42,0.63,-0.015115790032469434,-0.06716349439968348,58,True,24.360000000000003,22,92620022
19,100,15,0.15,0.58,-0.947348164892599,-0.06716349439968348,85,True,12.75,22,92620022
20,100,28,0.28,0.5,-0.5276577271602179,-0.06716349439968348,72,True,20.16,22,92620022
21,100,10,0.1,0.55,-1.2522102739797347,-0.06716349439968348,90,True,9.0,22,92620022
22,100,59,0.59,0.64,0.24855989006525903,-0.06716349439968348,41,True,24.19,22,92620022
23,100,93,0.93,0.71,1.7124261994014898,-0.06716349439968348,7,True,6.509999999999995,22,92620022
0,100,81,0.81,0.65,0.586714756313361,0.10437483490643432,19,True,15.389999999999995,23,92620023
1,100,28,0.28,0.68,-0.32036700760917647,0.10437483490643432,72,True,20.16,23,92620023
2,100,81,0.81,0.62,0.7408644674355003,0.10437483490643432,19,True,15.389999999999995,23,92620023
3,100,6,0.06,0.54,-1.3934893689004577,0.10437483490643432,94,True,5.64,23,92620023
4,100,71,0.71,0.7,0.5240001882294631,0.10437483490643432,29,True,20.590000000000003,23,92620023
5,100,18,0.18,0.59,-0.873538806433384,0.10437483490643432,82,True,14.760000000000002,23,92620023
6,100,82,0.82,0.69,0.9438563200767066,0.10437483490643432,18,True,14.760000000000003,23,92620023
7,100,20,0.2,0.54,-0.8931404277865821,0.10437483490643432,80,True,16.0,23,92620023
8,100,60,0.6,0.57,0.10783870202336665,0.10437483490643432,40,True,24.0,23,92620023
9,100,52,0.52,0.63,0.23595072245968396,0.10437483490643432,48,True,24.96,23,92620023
10,100,61,0.61,0.69,0.3401072573867978,0.10437483490643432,39,True,23.79,23,92620023
11,100,88,0.88,0.78,1.4463789446918265,0.10437483490643432,12,True,10.559999999999999,23,92620023
12,100,38,0.38,0.51,-0.3126303718381447,0.10437483490643432,62,True,23.56,23,92620023
13,100,10,0.1,0.59,-1.2774614093411678,0.10437483490643432,90,True,9.0,23,92620023
14,100,82,0.82,0.63,0.8246004545090102,0.10437483490643432,18,True,14.760000000000003,23,92620023
15,100,14,0.14,0.58,-1.1944816371786722,0.10437483490643432,86,True,12.040000000000001,23,92620023
16,100,88,0.88,0.73,0.784077384886011,0.10437483490643432,12,True,10.559999999999999,23,92620023
17,100,11,0.11,0.63,-1.1994216065002234,0.10437483490643432,89,True,9.790000000000001,23,92620023
18,100,40,0.4,0.58,-0.38597293181233816,0.10437483490643432,60,True,24.0,23,92620023
19,100,7,0.07,0.54,-1.1453538066630546,0.10437483490643432,93,True,6.510000000000001,23,92620023
20,100,90,0.9,0.65,1.479702080537228,0.10437483490643432,10,True,8.999999999999998,23,92620023
21,100,90,0.9,0.62,1.2921205528864181,0.10437483490643432,10,True,8.999999999999998,23,92620023
22,100,32,0.32,0.59,-0.3717990830613118,0.10437483490643432,68,True,21.759999999999998,23,92620023
23,100,60,0.6,0.66,0.06144462568915898,0.10437483490643432,40,True,24.0,23,92620023
0,100,22,0.22,0.53,-0.6074104239673392,0.035894523330097974,78,True,17.16,24,92620024
1,100,78,0.78,0.69,0.7458855472646545,0.035894523330097974,22,True,17.159999999999997,24,92620024
2,100,63,0.63,0.67,0.2675140463153092,0.035894523330097974,37,True,23.31,24,92620024
