model_id,n,n_self,self_prop,y_mean,X_mean,context_mean,n_control,both_levels,self_within_ss,rep,seed
3,100,17,0.17,0.57,-0.768992923941214,0.035894523330097974,83,True,14.11,24,92620024
4,100,12,0.12,0.53,-0.8950339306822137,0.035894523330097974,88,True,10.56,24,92620024
5,100,86,0.86,0.62,0.8130459898752934,0.035894523330097974,14,True,12.040000000000001,24,92620024
6,100,97,0.97,0.69,1.3335411840320592,0.035894523330097974,3,True,2.910000000000003,24,92620024
7,100,95,0.95,0.68,1.3162726188209461,0.035894523330097974,5,True,4.750000000000004,24,92620024
8,100,30,0.3,0.63,-0.7598242407863154,0.035894523330097974,70,True,21.0,24,92620024
9,100,74,0.74,0.72,0.43657363010717987,0.035894523330097974,26,True,19.240000000000002,24,92620024
10,100,90,0.9,0.73,0.8043896063838415,0.035894523330097974,10,True,8.999999999999998,24,92620024
11,100,90,0.9,0.61,0.8752136042645695,0.035894523330097974,10,True,8.999999999999998,24,92620024
12,100,5,0.05,0.56,-1.2214066473762273,0.035894523330097974,95,True,4.75,24,92620024
13,100,23,0.23,0.56,-0.8212493363260959,0.035894523330097974,77,True,17.71,24,92620024
14,100,30,0.3,0.71,-0.42335458361911726,0.035894523330097974,70,True,21.0,24,92620024
15,100,57,0.57,0.64,0.10801954924940205,0.035894523330097974,43,True,24.509999999999998,24,92620024
16,100,39,0.39,0.63,-0.1912649708278611,0.035894523330097974,61,True,23.79,24,92620024
17,100,20,0.2,0.63,-0.9202641294639181,0.035894523330097974,80,True,16.0,24,92620024
18,100,90,0.9,0.69,1.2571726483821184,0.035894523330097974,10,True,8.999999999999998,24,92620024
19,100,13,0.13,0.67,-0.8490754014640257,0.035894523330097974,87,True,11.31,24,92620024
20,100,54,0.54,0.65,-0.0900134962760255,0.035894523330097974,46,True,24.839999999999996,24,92620024
21,100,30,0.3,0.7,-0.37643777342185203,0.035894523330097974,70,True,21.0,24,92620024
22,100,28,0.28,0.65,-0.3938097700913801,0.035894523330097974,72,True,20.16,24,92620024
23,100,65,0.65,0.64,0.3605092035481796,0.035894523330097974,35,True,22.75,24,92620024
0,100,5,0.05,0.62,-1.0959108252438075,0.1424930389313778,95,True,4.75,25,92620025
1,100,27,0.27,0.64,-0.7251406743064663,0.1424930389313778,73,True,19.71,25,92620025
2,100,77,0.77,0.67,0.51920721552038,0.1424930389313778,23,True,17.709999999999997,25,92620025
3,100,11,0.11,0.59,-1.033249126590686,0.1424930389313778,89,True,9.790000000000001,25,92620025
4,100,8,0.08,0.55,-1.3911278787294317,0.1424930389313778,92,True,7.36,25,92620025
5,100,68,0.68,0.59,0.3202625127983456,0.1424930389313778,32,True,21.759999999999998,25,92620025
6,100,96,0.96,0.78,1.452790673591284,0.1424930389313778,4,True,3.8400000000000034,25,92620025
7,100,60,0.6,0.61,0.14145034712636928,0.1424930389313778,40,True,24.0,25,92620025
8,100,7,0.07,0.67,-1.3793403102180866,0.1424930389313778,93,True,6.510000000000001,25,92620025
9,100,66,0.66,0.51,0.4039859566979853,0.1424930389313778,34,True,22.439999999999998,25,92620025
10,100,15,0.15,0.52,-0.8437536794599668,0.1424930389313778,85,True,12.75,25,92620025
11,100,58,0.58,0.7,0.2395418158727889,0.1424930389313778,42,True,24.36,25,92620025
12,100,80,0.8,0.67,0.6661197016252148,0.1424930389313778,20,True,15.999999999999996,25,92620025
13,100,42,0.42,0.65,-0.14012393350162178,0.1424930389313778,58,True,24.360000000000003,25,92620025
14,100,33,0.33,0.56,-0.3263398373539772,0.1424930389313778,67,True,22.11,25,92620025
15,100,48,0.48,0.71,0.11727640953086649,0.1424930389313778,52,True,24.96,25,92620025
16,100,88,0.88,0.63,0.9465188695871037,0.1424930389313778,12,True,10.559999999999999,25,92620025
17,100,6,0.06,0.66,-1.3686751979615561,0.1424930389313778,94,True,5.64,25,92620025
18,100,56,0.56,0.63,-0.05130439461604119,0.1424930389313778,44,True,24.64,25,92620025
19,100,49,0.49,0.6,0.17314526719018808,0.1424930389313778,51,True,24.990000000000002,25,92620025
20,100,95,0.95,0.73,1.5061440786391334,0.1424930389313778,5,True,4.750000000000004,25,92620025
21,100,52,0.52,0.6,0.25966823064570477,0.1424930389313778,48,True,24.96,25,92620025
22,100,93,0.93,0.63,1.4704199372621094,0.1424930389313778,7,True,6.509999999999995,25,92620025
23,100,68,0.68,0.57,0.13843484189415456,0.1424930389313778,32,True,21.759999999999998,25,92620025
0,100,87,0.87,0.74,0.8808236668388912,0.048980770425527176,13,True,11.31,26,92620026
1,100,18,0.18,0.51,-0.7427400917930013,0.048980770425527176,82,True,14.760000000000002,26,92620026
2,100,37,0.37,0.64,-0.2681702999452238,0.048980770425527176,63,True,23.31,26,92620026
3,100,77,0.77,0.65,0.4747730839927815,0.048980770425527176,23,True,17.709999999999997,26,92620026
4,100,93,0.93,0.65,1.3369824137363278,0.048980770425527176,7,True,6.509999999999995,26,92620026
5,100,84,0.84,0.63,0.7161141564093524,0.048980770425527176,16,True,13.440000000000003,26,92620026
6,100,16,0.16,0.58,-1.0155036249188072,0.048980770425527176,84,True,13.44,26,92620026
7,100,55,0.55,0.68,0.010515928315594891,0.048980770425527176,45,True,24.75,26,92620026
8,100,12,0.12,0.63,-0.875886250327392,0.048980770425527176,88,True,10.56,26,92620026
9,100,83,0.83,0.64,1.1440537758895015,0.048980770425527176,17,True,14.110000000000003,26,92620026
10,100,88,0.88,0.64,0.8753750442976712,0.048980770425527176,12,True,10.559999999999999,26,92620026
11,100,79,0.79,0.67,0.7662398765605741,0.048980770425527176,21,True,16.589999999999996,26,92620026
12,100,57,0.57,0.65,-0.04114143729703201,0.048980770425527176,43,True,24.509999999999998,26,92620026
13,100,16,0.16,0.56,-0.7526265645003143,0.048980770425527176,84,True,13.44,26,92620026
14,100,38,0.38,0.55,-0.099922310226777,0.048980770425527176,62,True,23.56,26,92620026
15,100,67,0.67,0.68,0.6781061224202799,0.048980770425527176,33,True,22.109999999999996,26,92620026
16,100,7,0.07,0.53,-1.4567570498272868,0.048980770425527176,93,True,6.510000000000001,26,92620026
17,100,35,0.35,0.62,-0.3555934573034989,0.048980770425527176,65,True,22.75,26,92620026
18,100,8,0.08,0.65,-1.2705327007576788,0.048980770425527176,92,True,7.36,26,92620026
19,100,51,0.51,0.68,0.02980136190375937,0.048980770425527176,49,True,24.99,26,92620026
20,100,39,0.39,0.54,-0.37537976144331076,0.048980770425527176,61,True,23.79,26,92620026
21,100,4,0.04,0.63,-1.3658004685979162,0.048980770425527176,96,True,3.84,26,92620026
22,100,67,0.67,0.66,0.43861032194195637,0.048980770425527176,33,True,22.109999999999996,26,92620026
23,100,91,0.91,0.63,1.2686582646315419,0.048980770425527176,9,True,8.189999999999998,26,92620026
0,100,3,0.03,0.62,-1.592669226437348,-0.06732107654074204,97,True,2.91,27,92620027
1,100,16,0.16,0.55,-0.9911751684527914,-0.06732107654074204,84,True,13.44,27,92620027
2,100,42,0.42,0.67,-0.18794896278651585,-0.06732107654074204,58,True,24.360000000000003,27,92620027
3,100,75,0.75,0.68,0.7467548532397342,-0.06732107654074204,25,True,18.75,27,92620027
4,100,82,0.82,0.74,0.6550140703418208,-0.06732107654074204,18,True,14.760000000000003,27,92620027
5,100,12,0.12,0.6,-1.0027750350092965,-0.06732107654074204,88,True,10.56,27,92620027
6,100,16,0.16,0.56,-1.1762407440175124,-0.06732107654074204,84,True,13.44,27,92620027
7,100,38,0.38,0.67,-0.3883987092557337,-0.06732107654074204,62,True,23.56,27,92620027
8,100,88,0.88,0.66,1.1156780630877101,-0.06732107654074204,12,True,10.559999999999999,27,92620027
9,100,58,0.58,0.6,0.450757387001655,-0.06732107654074204,42,True,24.36,27,92620027
10,100,63,0.63,0.64,0.2153273781983014,-0.06732107654074204,37,True,23.31,27,92620027
11,100,67,0.67,0.62,0.474927113326606,-0.06732107654074204,33,True,22.109999999999996,27,92620027
12,100,91,0.91,0.68,1.2283564483269487,-0.06732107654074204,9,True,8.189999999999998,27,92620027
13,100,81,0.81,0.68,0.7252120324876029,-0.06732107654074204,19,True,15.389999999999995,27,92620027
14,100,17,0.17,0.57,-1.1971316973758253,-0.06732107654074204,83,True,14.11,27,92620027
15,100,9,0.09,0.58,-1.2075388629779553,-0.06732107654074204,91,True,8.19,27,92620027
16,100,86,0.86,0.6,0.9713207066513706,-0.06732107654074204,14,True,12.040000000000001,27,92620027
17,100,63,0.63,0.66,0.4695367033021167,-0.06732107654074204,37,True,23.31,27,92620027
18,100,80,0.8,0.69,0.9462139983562833,-0.06732107654074204,20,True,15.999999999999996,27,92620027
19,100,88,0.88,0.69,1.3927058950479552,-0.06732107654074204,12,True,10.559999999999999,27,92620027
20,100,23,0.23,0.61,-0.7520013969159064,-0.06732107654074204,77,True,17.71,27,92620027
21,100,13,0.13,0.51,-1.2160709972634844,-0.06732107654074204,87,True,11.31,27,92620027
22,100,23,0.23,0.46,-0.6156319322382426,-0.06732107654074204,77,True,17.71,27,92620027
23,100,87,0.87,0.68,0.9357780833625142,-0.06732107654074204,13,True,11.31,27,92620027
0,100,86,0.86,0.72,1.355454314484545,-0.04572750809456297,14,True,12.040000000000001,28,92620028
1,100,89,0.89,0.69,1.1293540151622175,-0.04572750809456297,11,True,9.79,28,92620028
2,100,9,0.09,0.54,-1.242888107453913,-0.04572750809456297,91,True,8.19,28,92620028
3,100,81,0.81,0.63,0.911818902517247,-0.04572750809456297,19,True,15.389999999999995,28,92620028
4,100,13,0.13,0.64,-1.094141814340631,-0.04572750809456297,87,True,11.31,28,92620028
5,100,64,0.64,0.63,0.20509778000816326,-0.04572750809456297,36,True,23.04,28,92620028
6,100,58,0.58,0.7,0.08809122826279392,-0.04572750809456297,42,True,24.36,28,92620028
7,100,78,0.78,0.74,0.6475730100104933,-0.04572750809456297,22,True,17.159999999999997,28,92620028
8,100,84,0.84,0.55,0.6928040005910141,-0.04572750809456297,16,True,13.440000000000003,28,92620028
9,100,13,0.13,0.57,-1.3096882281573468,-0.04572750809456297,87,True,11.31,28,92620028
10,100,91,0.91,0.6,1.1247428074331545,-0.04572750809456297,9,True,8.189999999999998,28,92620028
11,100,15,0.15,0.66,-0.8230427936832712,-0.04572750809456297,85,True,12.75,28,92620028
12,100,45,0.45,0.67,-0.11076920313875327,-0.04572750809456297,55,True,24.750000000000004,28,92620028
13,100,87,0.87,0.66,1.1686598234160517,-0.04572750809456297,13,True,11.31,28,92620028
14,100,33,0.33,0.64,-0.4597611059345095,-0.04572750809456297,67,True,22.11,28,92620028
15,100,16,0.16,0.6,-0.8151043488593556,-0.04572750809456297,84,True,13.44,28,92620028
16,100,7,0.07,0.62,-1.387920222483828,-0.04572750809456297,93,True,6.510000000000001,28,92620028
17,100,8,0.08,0.63,-1.4352993000761973,-0.04572750809456297,92,True,7.36,28,92620028
18,100,91,0.91,0.71,1.1770513172459154,-0.04572750809456297,9,True,8.189999999999998,28,92620028
19,100,46,0.46,0.62,-0.3221860028149166,-0.04572750809456297,54,True,24.840000000000003,28,92620028
20,100,39,0.39,0.66,-0.3982916551341269,-0.04572750809456297,61,True,23.79,28,92620028
21,100,87,0.87,0.72,0.9011639277128083,-0.04572750809456297,13,True,11.31,28,92620028
22,100,16,0.16,0.54,-0.6387850495285932,-0.04572750809456297,84,True,13.44,28,92620028
23,100,73,0.73,0.64,0.63606670476101,-0.04572750809456297,27,True,19.71,28,92620028
0,100,86,0.86,0.69,1.186735053667265,0.2016105073913361,14,True,12.040000000000001,29,92620029
1,100,85,0.85,0.68,1.0269784342748043,0.2016105073913361,15,True,12.750000000000002,29,92620029
2,100,9,0.09,0.64,-1.1719741965678718,0.2016105073913361,91,True,8.19,29,92620029
3,100,83,0.83,0.69,0.8214851441023825,0.2016105073913361,17,True,14.110000000000003,29,92620029
4,100,36,0.36,0.62,-0.2985381609005966,0.2016105073913361,64,True,23.04,29,92620029
5,100,44,0.44,0.63,-0.09792139993592208,0.2016105073913361,56,True,24.64,29,92620029
6,100,78,0.78,0.66,0.5151245604777053,0.2016105073913361,22,True,17.159999999999997,29,92620029
7,100,44,0.44,0.71,-0.15350506832271726,0.2016105073913361,56,True,24.64,29,92620029
8,100,29,0.29,0.62,-0.30902286053785843,0.2016105073913361,71,True,20.589999999999996,29,92620029
9,100,51,0.51,0.59,0.08020669531576985,0.2016105073913361,49,True,24.99,29,92620029
10,100,39,0.39,0.55,-0.16090810370152653,0.2016105073913361,61,True,23.79,29,92620029
11,100,7,0.07,0.58,-1.3260253291950352,0.2016105073913361,93,True,6.510000000000001,29,92620029
12,100,95,0.95,0.73,1.3463380701810035,0.2016105073913361,5,True,4.750000000000004,29,92620029
13,100,24,0.24,0.61,-0.47675142326631104,0.2016105073913361,76,True,18.240000000000002,29,92620029
14,100,93,0.93,0.74,1.2554849952148341,0.2016105073913361,7,True,6.509999999999995,29,92620029
15,100,8,0.08,0.61,-1.139426274900508,0.2016105073913361,92,True,7.36,29,92620029
16,100,91,0.91,0.74,1.338688131866773,0.2016105073913361,9,True,8.189999999999998,29,92620029
17,100,68,0.68,0.59,0.3049271100158055,0.2016105073913361,32,True,21.759999999999998,29,92620029
18,100,69,0.69,0.69,0.4812361491098365,0.2016105073913361,31,True,21.390000000000004,29,92620029
19,100,40,0.4,0.68,-0.3627930509310584,0.2016105073913361,60,True,24.0,29,92620029
20,100,7,0.07,0.57,-1.2451483707687991,0.2016105073913361,93,True,6.510000000000001,29,92620029
21,100,38,0.38,0.55,-0.15389939928159357,0.2016105073913361,62,True,23.56,29,92620029
22,100,32,0.32,0.63,-0.37231131492599623,0.2016105073913361,68,True,21.759999999999998,29,92620029
23,100,10,0.1,0.6,-1.0889793909904082,0.2016105073913361,90,True,9.0,29,92620029
0,100,30,0.3,0.62,-0.4304925688154686,-0.03074447945555665,70,True,21.0,30,92620030
1,100,60,0.6,0.7,0.18691275492539638,-0.03074447945555665,40,True,24.0,30,92620030
2,100,31,0.31,0.73,-0.3588708289852125,-0.03074447945555665,69,True,21.389999999999997,30,92620030
3,100,88,0.88,0.74,1.0236346177537552,-0.03074447945555665,12,True,10.559999999999999,30,92620030
4,100,90,0.9,0.72,1.0132774184544537,-0.03074447945555665,10,True,8.999999999999998,30,92620030
5,100,94,0.94,0.69,1.5937833401854926,-0.03074447945555665,6,True,5.640000000000005,30,92620030
6,100,71,0.71,0.63,0.4369666484160373,-0.03074447945555665,29,True,20.590000000000003,30,92620030
7,100,14,0.14,0.48,-0.9150313549459471,-0.03074447945555665,86,True,12.040000000000001,30,92620030
8,100,14,0.14,0.56,-0.8165817301142155,-0.03074447945555665,86,True,12.040000000000001,30,92620030
9,100,13,0.13,0.63,-0.8259688281970305,-0.03074447945555665,87,True,11.31,30,92620030
10,100,26,0.26,0.65,-0.2974042585388261,-0.03074447945555665,74,True,19.24,30,92620030
11,100,49,0.49,0.57,-0.02899093900212435,-0.03074447945555665,51,True,24.990000000000002,30,92620030
12,100,40,0.4,0.58,-0.2724629706253907,-0.03074447945555665,60,True,24.0,30,92620030
13,100,19,0.19,0.56,-0.6843929025988835,-0.03074447945555665,81,True,15.39,30,92620030
14,100,99,0.99,0.76,1.8382864247228952,-0.03074447945555665,1,True,0.9900000000000009,30,92620030
15,100,19,0.19,0.57,-0.8399046771054337,-0.03074447945555665,81,True,15.39,30,92620030
16,100,93,0.93,0.73,1.15395620257374,-0.03074447945555665,7,True,6.509999999999995,30,92620030
17,100,86,0.86,0.61,1.0275877629222432,-0.03074447945555665,14,True,12.040000000000001,30,92620030
18,100,17,0.17,0.55,-0.835745023991386,-0.03074447945555665,83,True,14.11,30,92620030
19,100,29,0.29,0.66,-0.44958120175625815,-0.03074447945555665,71,True,20.589999999999996,30,92620030
20,100,78,0.78,0.66,0.4504631315425893,-0.03074447945555665,22,True,17.159999999999997,30,92620030
21,100,22,0.22,0.56,-0.49436106150253245,-0.03074447945555665,78,True,17.16,30,92620030
22,100,32,0.32,0.64,-0.5484035446620048,-0.03074447945555665,68,True,21.759999999999998,30,92620030
23,100,17,0.17,0.57,-0.9266764106558883,-0.03074447945555665,83,True,14.11,30,92620030
