rep,seed,cell,fit_spec,n_models,n_items,n_obs,true_rho,true_effect,true_slope_sd,true_tau_model,true_tau_item,dataset_sha256,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,fit_error,r_fit_spec,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,slope_zero,model_intercept_zero,item_intercept_zero,corr_boundary
5,92623005,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,3f1b6ef95ebfbfbc8f70b3cff1bf1ef461788894151b3e3cc7f8ef40679a4b4e,1.6897611617047667e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.326797464679535,0.5349504664536479,0.7259429974237082,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0933,0.0877,0.287,-0.2652,0.0785,False,-0.1933,False,0.0,0.0878,NaN,0.117,0.0,"[0.117, 0, 0.0878, 0.0004]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,False,False
5,92623005,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,3f1b6ef95ebfbfbc8f70b3cff1bf1ef461788894151b3e3cc7f8ef40679a4b4e,1.6897611617047667e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.326797464679535,0.5349504664536479,0.7259429974237082,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0933,0.0877,0.287,-0.2652,0.0785,False,-0.1933,False,0.0,0.0878,NA,0.117,0.0,"[0.117, 0, 0.0878]","[0, 0, 0]",model_intercept_sd_zero,False,True,False,False
5,92623005,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,f59766bd5b0acdfe6a11d91023eeb3d702de35c14075d00fa8b9856e88ef2e3d,3.028461660447406e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.005089762990459211,0.5278169102657899,0.7348199075921107,0.0,0.0,,M1,True,True,[],0.0754,0.0209,0.0003,0.0345,0.1163,True,-0.0246,True,0.0433,0.016,-1,0.0507,0.0,"[0.0507, 0.0433, -0.016, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
5,92623005,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,f59766bd5b0acdfe6a11d91023eeb3d702de35c14075d00fa8b9856e88ef2e3d,3.028461660447406e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.005089762990459211,0.5278169102657899,0.7348199075921107,0.0,0.0,,M2,True,True,[],0.0755,0.0208,0.0003,0.0348,0.1163,True,-0.0245,True,0.0348,0.0,NA,0.0507,0.0,"[0.0507, 0.0348, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
5,92623005,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,dc87de16902871415e7c40b6c636d980789514d030442297cece58e6175f6e1d,3.028461660447406e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3096156657687412,0.5278169102657899,0.7366704357956485,0.0,0.0,,M1,True,True,[],0.076,0.0209,0.0003,0.0351,0.1169,True,-0.024,True,0.0432,0.0173,-1,0.0449,0.0,"[0.0449, 0.0432, -0.0173, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
5,92623005,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,dc87de16902871415e7c40b6c636d980789514d030442297cece58e6175f6e1d,3.028461660447406e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3096156657687412,0.5278169102657899,0.7366704357956485,0.0,0.0,,M2,True,True,[],0.0762,0.0208,0.0002,0.0354,0.1169,True,-0.0238,True,0.0338,0.0,NA,0.0449,0.0,"[0.0449, 0.0338, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
6,92623006,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,4584797319eecf81b81597ade82cc80f2fdff9e95b6c726cdaa43e7c751d05c2,-1.7056792549194666e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.018067103792917732,0.5466152722785753,0.7187080520091875,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0302,0.0851,0.7229,-0.1971,0.1367,False,-0.1302,True,0.0,1.8883e-07,NaN,0.1166,0.0,"[0.1166, 0, 1.8883e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,False,False
6,92623006,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,4584797319eecf81b81597ade82cc80f2fdff9e95b6c726cdaa43e7c751d05c2,-1.7056792549194666e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.018067103792917732,0.5466152722785753,0.7187080520091875,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0302,0.0851,0.7229,-0.1971,0.1367,False,-0.1302,True,0.0,0.0,NA,0.1166,0.0,"[0.1166, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
6,92623006,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,42c41cfd7ad1d660055fd5a3d6d6e7c55c8fbf11d922648f537b0cc9a98f9986,-1.7056792549194666e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.33078625338066453,0.5466152722785753,0.7187316062046133,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0302,0.0851,0.7229,-0.1971,0.1367,False,-0.1302,True,0.0,3.5398e-08,NaN,0.1223,0.0,"[0.1223, 0, -3.5398e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,False,False
6,92623006,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,42c41cfd7ad1d660055fd5a3d6d6e7c55c8fbf11d922648f537b0cc9a98f9986,-1.7056792549194666e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.33078625338066453,0.5466152722785753,0.7187316062046133,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0302,0.0851,0.7229,-0.1971,0.1367,False,-0.1302,True,0.0,0.0,NA,0.1223,0.0,"[0.1223, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
6,92623006,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,bac157753bb276fad3fb85a0e956d9f540491c5da15a6d2d134eff5354db8bbd,-5.495702984584077e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.07954180208599214,0.5218554649332848,0.7380430839074341,0.0,0.0,,M1,True,True,[],0.0551,0.0211,0.0089,0.0138,0.0964,True,-0.0449,False,0.0,0.0341,NaN,0.0,0.0,"[0, 0, -0.0341, 0.001]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
6,92623006,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,bac157753bb276fad3fb85a0e956d9f540491c5da15a6d2d134eff5354db8bbd,-5.495702984584077e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.07954180208599214,0.5218554649332848,0.7380430839074341,0.0,0.0,,M2,True,True,[],0.055,0.0208,0.0082,0.0142,0.0957,True,-0.045,False,0.037,0.0,NA,2.7432e-07,4.4511e-10,"[2.7432e-07, 0.037, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
6,92623006,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,d799b1025cd056c7e4a96b56453390b2e61b4f99206a33501f5fef0dbca61802,-5.495702984584077e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.24385164656024286,0.5218554649332848,0.7384649293454145,0.0,0.0,,M1,True,True,[],0.0552,0.0211,0.009,0.0138,0.0966,True,-0.0448,False,0.0,0.0369,NaN,0.0,0.0,"[0, 0, -0.0368, 0.0008]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
6,92623006,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,d799b1025cd056c7e4a96b56453390b2e61b4f99206a33501f5fef0dbca61802,-5.495702984584077e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.24385164656024286,0.5218554649332848,0.7384649293454145,0.0,0.0,,M2,True,True,[],0.055,0.0208,0.0082,0.0142,0.0957,True,-0.045,False,0.039,0.0,NA,0.0,3.1071e-10,"[0, 0.039, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
7,92623007,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,8f14126c77080fa5e07a427fb2a7ccf4fba187293ac641feb6b616a01c683eb6,1.1149744119574534e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.2065585508713642,0.5384052788698654,0.7250070880609978,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.168,0.0848,0.0477,0.0017,0.3343,True,0.068,True,0.0,2.0405e-07,NaN,0.1715,0.0,"[0.1715, 0, 2.0405e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,False,False
7,92623007,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,8f14126c77080fa5e07a427fb2a7ccf4fba187293ac641feb6b616a01c683eb6,1.1149744119574534e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.2065585508713642,0.5384052788698654,0.7250070880609978,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.168,0.0848,0.0477,0.0017,0.3343,True,0.068,True,0.0,0.0,NA,0.1715,0.0,"[0.1715, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
7,92623007,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,ee7924960e518ade462d333ee39ae70b47b7029c6e1aee2deb9b4f32ef4878eb,1.1149744119574534e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.14605601983277308,0.5384052788698654,0.726011846524802,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1643,0.0849,0.0528,-0.002,0.3306,False,0.0643,True,1.8728e-06,3.7065e-06,-1,0.18,-4.039e-28,"[0.18, 1.8728e-06, -3.7065e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,True,True,False,True
7,92623007,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,ee7924960e518ade462d333ee39ae70b47b7029c6e1aee2deb9b4f32ef4878eb,1.1149744119574534e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.14605601983277308,0.5384052788698654,0.726011846524802,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1643,0.0849,0.0528,-0.002,0.3306,False,0.0643,True,0.0,1.0676e-07,NA,0.18,0.0,"[0.18, 0, 1.0676e-07]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
7,92623007,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,a73ac88a96363426c873c9533cabfe951edb319f1da794cff4a243ffbd15c68f,6.465264988921895e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.09795059367887927,0.5261184166456884,0.7347283546628985,0.0,0.0,,M1,True,True,[],0.1301,0.0215,1.4926e-09,0.0879,0.1723,True,0.0301,True,0.0,0.0557,NaN,0.0,0.0,"[0, 0, 0.0557, 0.0015]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
7,92623007,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,a73ac88a96363426c873c9533cabfe951edb319f1da794cff4a243ffbd15c68f,6.465264988921895e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.09795059367887927,0.5261184166456884,0.7347283546628985,0.0,0.0,,M2,True,True,[],0.1301,0.0215,1.4924e-09,0.0879,0.1723,True,0.0301,True,0.0,0.0557,NA,0.0,0.0,"[0, 0, 0.0557]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
7,92623007,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,ec404a5a707c4f5ae9b3d5727c3083d2fc669d7d74e9b6ee2bf13dab6cc80166,6.465264988921895e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.22220955737655862,0.5261184166456884,0.7360555850239416,0.0,0.0,,M1,True,True,[],0.1301,0.0218,2.2085e-09,0.0875,0.1727,True,0.0301,True,0.0,0.0637,NaN,0.0,0.0,"[0, 0, 0.0636, 0.0028]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
7,92623007,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,ec404a5a707c4f5ae9b3d5727c3083d2fc669d7d74e9b6ee2bf13dab6cc80166,6.465264988921895e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.22220955737655862,0.5261184166456884,0.7360555850239416,0.0,0.0,,M2,True,True,[],0.1301,0.0218,2.2094e-09,0.0875,0.1727,True,0.0301,True,6.7871e-07,0.0637,NA,0.0,4.6065e-13,"[0, 6.7871e-07, 0.0637]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
8,92623008,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,bfeea405bbe9feaac1608c489729f83221c3615c17ce0a5f19e33b44ab699069,-2.6373261413845797e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.12582825528320696,0.5358893929861449,0.7130472060715035,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.209,0.0858,0.0149,0.0407,0.3772,True,0.109,True,0.0895,0.0446,-1,0.0,0.0,"[0, 0.0895, -0.0446, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
8,92623008,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,bfeea405bbe9feaac1608c489729f83221c3615c17ce0a5f19e33b44ab699069,-2.6373261413845797e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.12582825528320696,0.5358893929861449,0.7130472060715035,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.2096,0.0853,0.0141,0.0423,0.3768,True,0.1096,True,0.0495,0.0,NA,0.0,0.0,"[0, 0.0495, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
8,92623008,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,30a30b8dc8f79fb8e219703d7fa25e519190b193955990d0376d03428b0f6ca2,-2.6373261413845797e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.40695066776367667,0.5358893929861449,0.7121920024482676,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.2052,0.0858,0.0167,0.0371,0.3733,True,0.1052,True,0.0913,0.0432,-1,0.0,4.3368e-19,"[0, 0.0913, -0.0432, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
8,92623008,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,30a30b8dc8f79fb8e219703d7fa25e519190b193955990d0376d03428b0f6ca2,-2.6373261413845797e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.40695066776367667,0.5358893929861449,0.7121920024482676,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.2058,0.0853,0.0158,0.0386,0.373,True,0.1058,True,0.0559,0.0,NA,0.0,0.0,"[0, 0.0559, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
8,92623008,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,72b2460d4cb5c927a40cd7a855b18483368ee1e41cfdf1bcd5578c302743f46f,-3.5354041293357486e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.31182820660759597,0.5230708573239965,0.7297914795946078,0.0,0.0,,M1,True,True,[],0.1334,0.0227,3.8401e-09,0.089,0.1778,True,0.0334,True,0.0681,0.0883,-1,0.0691,5.4205e-13,"[0.0691, 0.0681, -0.0883, 1.2059e-06]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
8,92623008,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,72b2460d4cb5c927a40cd7a855b18483368ee1e41cfdf1bcd5578c302743f46f,-3.5354041293357486e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.31182820660759597,0.5230708573239965,0.7297914795946078,0.0,0.0,,M2,True,True,[],0.1339,0.0209,1.3626e-10,0.093,0.1748,True,0.0339,True,0.0,0.0,NA,0.0694,0.0,"[0.0694, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
8,92623008,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,8d10baf971ef859a5eb70482afb3d6db90c49d3d98bfe00c46530ded8f1a845f,-3.5354041293357486e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.5613554121982777,0.5230708573239965,0.731305796104182,0.0,0.0,,M1,True,True,[],0.1345,0.0226,2.722e-09,0.0902,0.1789,True,0.0345,True,0.0676,0.0875,-1,0.0702,0.0,"[0.0702, 0.0676, -0.0875, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
8,92623008,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,8d10baf971ef859a5eb70482afb3d6db90c49d3d98bfe00c46530ded8f1a845f,-3.5354041293357486e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.5613554121982777,0.5230708573239965,0.731305796104182,0.0,0.0,,M2,True,True,[],0.135,0.0209,9.6683e-11,0.0941,0.1759,True,0.035,True,0.0,0.0,NA,0.0705,0.0,"[0.0705, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
9,92623009,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,3a48fda84c5aad8b5bfaa8c19ebc3b95c030fa40f9f267689db619e6fc14708a,1.7100383345177529e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.040286661429562845,0.5449097105690661,0.7298115843093691,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.076,0.0947,0.4224,-0.1097,0.2617,False,-0.024,True,0.1519,0.1982,-1,0.0,0.0,"[0, 0.1519, -0.1982, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
9,92623009,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,3a48fda84c5aad8b5bfaa8c19ebc3b95c030fa40f9f267689db619e6fc14708a,1.7100383345177529e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.040286661429562845,0.5449097105690661,0.7298115843093691,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0774,0.0856,0.3657,-0.0904,0.2453,False,-0.0226,True,0.012,3.6862e-09,NA,1.731e-22,1.3588e-17,"[1.731e-22, 0.012, 3.6862e-09]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
9,92623009,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,f3f41cb0244df8e5dd8fc995862ecff7a61fd2495cee617921031fa522c6335a,1.7100383345177529e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.2692176389684003,0.5440066243059892,0.732127572920951,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0851,0.0858,0.3218,-0.0832,0.2533,False,-0.0149,True,0.0,0.026,NaN,0.0,0.0,"[0, 0, 0.0208, 0.0155]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
9,92623009,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,f3f41cb0244df8e5dd8fc995862ecff7a61fd2495cee617921031fa522c6335a,1.7100383345177529e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.2692176389684003,0.5440066243059892,0.732127572920951,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0849,0.0857,0.3215,-0.083,0.2529,False,-0.0151,True,0.0385,0.0,NA,2.7898e-07,6.9927e-10,"[2.7898e-07, 0.0385, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
9,92623009,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,ecabe376d623cb562a0d8caf6b30099dab019e9bdddc276f294fd941fd418b07,5.47159665073863e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.08752955660036815,0.5149017993300334,0.7298115843093691,0.0,0.0,,M1,True,True,[],0.0946,0.0211,7.5833e-06,0.0532,0.136,True,-0.0054,True,0.0092,0.0382,-1,0.0,1.9667e-11,"[0, 0.0092, -0.0382, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
9,92623009,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,ecabe376d623cb562a0d8caf6b30099dab019e9bdddc276f294fd941fd418b07,5.47159665073863e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.08752955660036815,0.5149017993300334,0.7298115843093691,0.0,0.0,,M2,True,True,[],0.0946,0.021,6.3844e-06,0.0535,0.1356,True,-0.0054,True,3.2605e-07,0.0268,NA,0.0,1.0631e-13,"[0, 3.2605e-07, 0.0268]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
9,92623009,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,159c07989f34964d5905598fac976a1ce76b8b7907d542a3288beb1c84ad0901,5.47159665073863e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.22023565429300765,0.5149017993300334,0.732127572920951,0.0,0.0,,M1,True,True,[],0.0976,0.0209,3.1111e-06,0.0566,0.1386,True,-0.0024,True,0.0007,0.0245,-0.9998,0.0,1.9356e-10,"[0, 0.0007, -0.0245, 0.0005]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
9,92623009,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,159c07989f34964d5905598fac976a1ce76b8b7907d542a3288beb1c84ad0901,5.47159665073863e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.22023565429300765,0.5149017993300334,0.732127572920951,0.0,0.0,,M2,True,True,[],0.0976,0.0209,3.0816e-06,0.0566,0.1386,True,-0.0024,True,0.0,0.0238,NA,0.0,0.0,"[0, 0, 0.0238]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
10,92623010,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,849251fd469bdf68a3b05ac26ab5695cb92df23dd919fc1a087d7a74c3c70d72,-1.4956224596763573e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.09601868479961516,0.535563944713398,0.7176765746697369,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0512,0.088,0.5604,-0.1212,0.2237,False,-0.0488,True,0.1511,0.1173,-1,0.1111,0.0,"[0.1111, 0.1511, -0.1173, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
10,92623010,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,849251fd469bdf68a3b05ac26ab5695cb92df23dd919fc1a087d7a74c3c70d72,-1.4956224596763573e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.09601868479961516,0.535563944713398,0.7176765746697369,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0539,0.0846,0.5243,-0.112,0.2198,False,-0.0461,True,0.0816,0.0,NA,0.1114,0.0,"[0.1114, 0.0816, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
10,92623010,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,28c9e79dba2c9d87f7112ceaab7e8522be2fb784ce48446a43d023d5aabc3b3f,-1.4956224596763573e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.16986615139316483,0.535563944713398,0.7184159108769999,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0476,0.0876,0.5863,-0.124,0.2192,False,-0.0524,True,0.1521,0.1091,-1,0.1178,-3.4694e-18,"[0.1178, 0.1521, -0.1091, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
10,92623010,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,28c9e79dba2c9d87f7112ceaab7e8522be2fb784ce48446a43d023d5aabc3b3f,-1.4956224596763573e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.16986615139316483,0.535563944713398,0.7184159108769999,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0503,0.0847,0.5527,-0.1157,0.2162,False,-0.0497,True,0.0888,0.0,NA,0.1179,0.0,"[0.1179, 0.0888, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
10,92623010,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,e98550b9a77bf45620df717f0b6cb1627458104eb8656009b9552a4af3af9d79,4.90117470518591e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.11572594714837563,0.512916082075036,0.7340889260329462,0.0,0.0,,M1,True,True,[],0.0969,0.0219,9.2999e-06,0.0541,0.1398,True,-0.0031,True,0.0,0.069,NaN,0.0,0.0,"[0, 0, -0.0647, 0.0238]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
10,92623010,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,e98550b9a77bf45620df717f0b6cb1627458104eb8656009b9552a4af3af9d79,4.90117470518591e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.11572594714837563,0.512916082075036,0.7340889260329462,0.0,0.0,,M2,True,True,[],0.0969,0.0219,9.2994e-06,0.0541,0.1398,True,-0.0031,True,0.0,0.069,NA,0.0,6.2461e-10,"[0, 0, 0.069]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
10,92623010,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,63dd1924ab5fad0b666e4feeb6e535c430640c0a0b244b2160256ff86359cfbd,4.90117470518591e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.360921218074671,0.512916082075036,0.7348011644227059,0.0,0.0,,M1,True,True,[],0.0971,0.0219,8.9367e-06,0.0543,0.14,True,-0.0029,True,0.0,0.0692,NaN,0.0,0.0,"[0, 0, -0.0684, 0.0105]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
