rep,seed,cell,fit_spec,n_models,n_items,n_obs,true_rho,true_effect,true_slope_sd,true_tau_model,true_tau_item,dataset_sha256,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,fit_error,r_fit_spec,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,slope_zero,model_intercept_zero,item_intercept_zero,corr_boundary
10,92623010,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,63dd1924ab5fad0b666e4feeb6e535c430640c0a0b244b2160256ff86359cfbd,4.90117470518591e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.360921218074671,0.512916082075036,0.7348011644227059,0.0,0.0,,M2,True,True,[],0.0971,0.0219,8.9351e-06,0.0543,0.14,True,-0.0029,True,0.0,0.0692,NA,0.0,2.2699e-10,"[0, 0, 0.0692]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
11,92623011,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,b5a50c3d84796203d58b79e5db2dda61e27d466391baaf300eadbe6586bf6314,-4.733411916576675e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.287738826622632,0.5182752828403355,0.7131366727327895,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0241,0.0896,0.7882,-0.1996,0.1515,False,-0.1241,True,0.0,0.1322,NaN,0.0,0.0,"[0, 0, -0.1313, 0.0153]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
11,92623011,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,b5a50c3d84796203d58b79e5db2dda61e27d466391baaf300eadbe6586bf6314,-4.733411916576675e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.287738826622632,0.5182752828403355,0.7131366727327895,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0241,0.0896,0.7882,-0.1996,0.1515,False,-0.1241,True,5.8159e-07,0.1322,NA,0.0,3.3825e-13,"[0, 5.8159e-07, 0.1322]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
11,92623011,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,23d77a642be9792db72ce18443702604699a67766ab02e5c08c6222efa49235f,-4.733411916576675e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.018196185911804028,0.5182752828403355,0.7139204557385296,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0162,0.0888,0.8551,-0.1902,0.1578,False,-0.1162,True,0.0267,0.1183,1,0.0,0.0,"[0, 0.0267, 0.1183, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
11,92623011,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,23d77a642be9792db72ce18443702604699a67766ab02e5c08c6222efa49235f,-4.733411916576675e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.018196185911804028,0.5182752828403355,0.7139204557385296,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0162,0.0902,0.8575,-0.193,0.1606,False,-0.1162,True,0.0,0.1422,NA,0.0,0.0,"[0, 0, 0.1422]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
11,92623011,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,e78771bdcc0f835081fde6703cd2a8939359139f1bda618da71a2757854404ff,-1.550060178541301e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.10225399979513522,0.5066030621042027,0.7258922927008926,0.0,0.0,,M1,True,True,[],0.0744,0.021,0.0004,0.0331,0.1156,True,-0.0256,True,0.0,0.028,NaN,0.0,0.0,"[0, 0, 0.028, 0.0005]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
11,92623011,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,e78771bdcc0f835081fde6703cd2a8939359139f1bda618da71a2757854404ff,-1.550060178541301e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.10225399979513522,0.5066030621042027,0.7258922927008926,0.0,0.0,,M2,True,True,[],0.0744,0.021,0.0004,0.0331,0.1156,True,-0.0256,True,2.0703e-07,0.028,NA,2.9527e-07,4.2863e-14,"[2.9527e-07, 2.0703e-07, 0.028]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
11,92623011,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,12cd07493653ad9a837a9e6b7334f4c4120a8187299e31e6cda31f1df85c520c,-1.550060178541301e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.24202300623810677,0.5066030621042027,0.7271562021908156,0.0,0.0,,M1,True,True,[],0.0769,0.0212,0.0003,0.0353,0.1184,True,-0.0231,True,0.0,0.038,NaN,0.0,0.0,"[0, 0, 0.0379, 0.0031]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
11,92623011,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,12cd07493653ad9a837a9e6b7334f4c4120a8187299e31e6cda31f1df85c520c,-1.550060178541301e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.24202300623810677,0.5066030621042027,0.7271562021908156,0.0,0.0,,M2,True,True,[],0.0769,0.0212,0.0003,0.0353,0.1184,True,-0.0231,True,0.0,0.038,NA,0.0,0.0,"[0, 0, 0.038]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
12,92623012,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,42e78e39df8af892750fe28a4203c3f8cfbbfdc99ef3fa5ef508fcfda8424d5c,-7.455404615196323e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.7185128224274749,0.5510324426685316,0.7275011259953268,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0326,0.0844,0.6996,-0.1981,0.1329,False,-0.1326,True,0.0435,0.0004,-1,0.0998,0.0,"[0.0998, 0.0435, -0.0004, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
12,92623012,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,42e78e39df8af892750fe28a4203c3f8cfbbfdc99ef3fa5ef508fcfda8424d5c,-7.455404615196323e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.7185128224274749,0.5510324426685316,0.7275011259953268,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0326,0.0844,0.6996,-0.1981,0.1329,False,-0.1326,True,0.0433,0.0,NA,0.0998,0.0,"[0.0998, 0.0433, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
12,92623012,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,1887aa628444104aa80d0408ff182e48c5bad7916a26bdbd88895370811fdf06,-7.455404615196323e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.5499684767096741,0.5510324426685316,0.7261694672194074,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0361,0.0844,0.6691,-0.2015,0.1294,False,-0.1361,True,0.0483,0.0014,1,0.0992,5.9006e-15,"[0.0992, 0.0483, 0.0014, 7.6849e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
12,92623012,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,1887aa628444104aa80d0408ff182e48c5bad7916a26bdbd88895370811fdf06,-7.455404615196323e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.5499684767096741,0.5510324426685316,0.7261694672194074,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0361,0.0844,0.669,-0.2016,0.1294,False,-0.1361,True,0.049,0.0,NA,0.0992,0.0,"[0.0992, 0.049, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
12,92623012,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,3ab910616866dfe0270105666c934c0ac77353d4b1beaa1e26700430f9d67c3d,-6.403415376291418e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.12184649731540637,0.5172139654648321,0.72957818243912,0.0,0.0,,M1,True,True,[],0.1003,0.022,4.9004e-06,0.0573,0.1433,True,0.0003,True,0.0176,0.0708,-1,0.0,5.421e-20,"[0, 0.0176, -0.0708, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
12,92623012,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,3ab910616866dfe0270105666c934c0ac77353d4b1beaa1e26700430f9d67c3d,-6.403415376291418e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.12184649731540637,0.5172139654648321,0.72957818243912,0.0,0.0,,M2,True,True,[],0.1003,0.0213,2.5923e-06,0.0585,0.1421,True,0.0003,True,0.0,0.0483,NA,0.0,0.0,"[0, 0, 0.0483]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
12,92623012,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,dba3eb67413948ee633344325f972986525d9b98a3a3ac7e4b4020ede6229523,-6.403415376291418e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.15076179162129943,0.5172139654648321,0.7310977077621846,0.0,0.0,,M1,True,True,[],0.0985,0.0218,6.4221e-06,0.0557,0.1413,True,-0.0015,True,0.0167,0.0671,-1,0.0,1.0842e-19,"[0, 0.0167, -0.0671, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
12,92623012,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,dba3eb67413948ee633344325f972986525d9b98a3a3ac7e4b4020ede6229523,-6.403415376291418e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.15076179162129943,0.5172139654648321,0.7310977077621846,0.0,0.0,,M2,True,True,[],0.0985,0.0213,3.6249e-06,0.0568,0.1402,True,-0.0015,True,0.0,0.0453,NA,0.0,0.0,"[0, 0, 0.0453]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
13,92623013,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,9503b9d46d18edc88fb6da35d387e8dc2bc655a38b00d5a8a84a9bf0f4649307,1.523036234429495e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.21820831603566668,0.5326133070059706,0.7166522099998357,0.0,0.0,,M1,True,False,[],0.2722,0.0974,0.0052,0.0812,0.4631,True,0.1722,True,0.1332,0.2214,-0.6125,0.1059,0.0095,"[0.1059, 0.1332, -0.1356, 0.175]","[0, 0, '-Inf', 0]",non_singular,False,False,False,False
13,92623013,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,9503b9d46d18edc88fb6da35d387e8dc2bc655a38b00d5a8a84a9bf0f4649307,1.523036234429495e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.21820831603566668,0.5326133070059706,0.7166522099998357,0.0,0.0,,M2,True,False,[],0.2733,0.0921,0.003,0.0928,0.4538,True,0.1733,True,0.082,0.1586,NA,0.109,0.0067,"[0.109, 0.082, 0.1586]","[0, 0, 0]",non_singular,False,False,False,False
13,92623013,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,c6e5547b7d1d9884263f2d101c73a8f70877d228564c88410b95974a2d19b744,1.523036234429495e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.4807007110098554,0.5326133070059706,0.7176414457894393,0.0,0.0,,M1,True,False,[],0.2714,0.0952,0.0043,0.0849,0.458,True,0.1714,True,0.1324,0.1972,-0.5429,0.0993,0.0105,"[0.0993, 0.1324, -0.1071, 0.1656]","[0, 0, '-Inf', 0]",non_singular,False,False,False,False
13,92623013,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,c6e5547b7d1d9884263f2d101c73a8f70877d228564c88410b95974a2d19b744,1.523036234429495e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.4807007110098554,0.5326133070059706,0.7176414457894393,0.0,0.0,,M2,True,False,[],0.2724,0.091,0.0028,0.094,0.4508,True,0.1724,True,0.0932,0.1434,NA,0.1019,0.0087,"[0.1019, 0.0932, 0.1434]","[0, 0, 0]",non_singular,False,False,False,False
13,92623013,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,5fbcdeba77432534fe4d4c96071710b5b2a2dfa8d63ade959d156c4d3f8ec268,-4.58435762872612e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.12990146382050405,0.5205464804518651,0.7332980313039837,0.0,0.0,,M1,True,True,[],0.1321,0.0223,2.9416e-09,0.0884,0.1757,True,0.0321,True,0.0525,0.0784,-1,0.0,2.1684e-19,"[0, 0.0525, -0.0784, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
13,92623013,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,5fbcdeba77432534fe4d4c96071710b5b2a2dfa8d63ade959d156c4d3f8ec268,-4.58435762872612e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.12990146382050405,0.5205464804518651,0.7332980313039837,0.0,0.0,,M2,True,True,[],0.1322,0.0208,2.2124e-10,0.0913,0.173,True,0.0322,True,2.6995e-07,0.0,NA,0.0324,0.0,"[0.0324, 2.6995e-07, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
13,92623013,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,a5920fb6c56f8d12474c6408c1fc7e423a7191195c3552389c9272d1f4cdebab,-4.58435762872612e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3892488667497857,0.5205464804518651,0.7342030593156693,0.0,0.0,,M1,True,True,[],0.1303,0.0221,3.6125e-09,0.087,0.1736,True,0.0303,True,0.0504,0.0734,-1,0.0376,0.0,"[0.0376, 0.0504, -0.0734, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
13,92623013,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,a5920fb6c56f8d12474c6408c1fc7e423a7191195c3552389c9272d1f4cdebab,-4.58435762872612e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.3892488667497857,0.5205464804518651,0.7342030593156693,0.0,0.0,,M2,True,True,[],0.1304,0.0208,3.7792e-10,0.0896,0.1712,True,0.0304,True,0.0,0.0,NA,0.0379,0.0,"[0.0379, 0, 0]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
14,92623014,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,d8cce9e7be3303784d841d12426a470671a05d2e62da0fa949351e6fa55d59d5,-4.924261537568161e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.1440583066939187,0.5428217157034025,0.7116917602770043,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1796,0.0859,0.0365,0.0112,0.348,True,0.0796,True,0.0229,0.0851,1,0.0,1.0428e-11,"[0, 0.0229, 0.0851, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
14,92623014,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,d8cce9e7be3303784d841d12426a470671a05d2e62da0fa949351e6fa55d59d5,-4.924261537568161e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.1440583066939187,0.5428217157034025,0.7116917602770043,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1794,0.0865,0.038,0.0099,0.3488,True,0.0794,True,0.0,0.0976,NA,0.0,0.0,"[0, 0, 0.0976]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
14,92623014,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,98ec99c94beacf745f1d9f434aebe312496dbf730a684abe1327b6ad79bf8f51,-4.924261537568161e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.4269660424202145,0.5428217157034025,0.7119630076453374,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1831,0.0857,0.0326,0.0151,0.3512,True,0.0831,True,0.0226,0.0802,1,0.0,-5.421e-20,"[0, 0.0226, 0.0802, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
14,92623014,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,98ec99c94beacf745f1d9f434aebe312496dbf730a684abe1327b6ad79bf8f51,-4.924261537568161e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.4269660424202145,0.5428217157034025,0.7119630076453374,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1829,0.0862,0.0338,0.014,0.3518,True,0.0829,True,0.0,0.091,NA,0.0,0.0,"[0, 0, 0.091]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
14,92623014,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,89f7fc448008d0c2b5e4b18f1abca3681f6f989344a965d9edb2779f6da30e60,1.0361575950929454e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.06723462146936703,0.5110654632548871,0.7430748605351838,0.0,0.0,,M1,True,True,[],0.1251,0.0224,2.2561e-08,0.0813,0.169,True,0.0251,True,0.0136,0.0829,-1,0.0,6.017e-10,"[0, 0.0136, -0.0829, 0.0002]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
14,92623014,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,89f7fc448008d0c2b5e4b18f1abca3681f6f989344a965d9edb2779f6da30e60,1.0361575950929454e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.06723462146936703,0.5110654632548871,0.7430748605351838,0.0,0.0,,M2,True,True,[],0.1252,0.0219,1.106e-08,0.0822,0.1681,True,0.0252,True,0.0,0.0691,NA,0.0,0.0,"[0, 0, 0.0691]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
14,92623014,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,0ae19c3ad571cc00e3b97c8785a0e5e112c3c96a88fe910fd6e10c06de96037a,1.0361575950929454e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2757655880842283,0.5110654632548871,0.746090383200313,0.0,0.0,,M1,True,True,[],0.1251,0.0223,1.9878e-08,0.0814,0.1688,True,0.0251,True,0.0123,0.0804,-1,6.7332e-07,7.8735e-10,"[6.7332e-07, 0.0123, -0.0804, 0.0002]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
14,92623014,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,0ae19c3ad571cc00e3b97c8785a0e5e112c3c96a88fe910fd6e10c06de96037a,1.0361575950929454e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2757655880842283,0.5110654632548871,0.746090383200313,0.0,0.0,,M2,True,True,[],0.1251,0.0219,1.0535e-08,0.0823,0.168,True,0.0251,True,0.0,0.0679,NA,0.0,0.0,"[0, 0, 0.0679]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
15,92623015,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,79a93dda1eb092d1100cbbe5f93cff143c470bbf4d1f9aa643c590da9ffc4a11,-2.265249893396513e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.08651342069506476,0.5444152974378331,0.7229636427315629,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0193,0.0876,0.8261,-0.1525,0.191,False,-0.0807,True,0.0,0.0972,NaN,0.0,0.0,"[0, 0, -0.0971, 0.0034]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
15,92623015,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,79a93dda1eb092d1100cbbe5f93cff143c470bbf4d1f9aa643c590da9ffc4a11,-2.265249893396513e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.08651342069506476,0.5444152974378331,0.7229636427315629,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0178,0.0855,0.8347,-0.1497,0.1853,False,-0.0822,True,0.1591,0.0,NA,0.0,0.0,"[0, 0.1591, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
15,92623015,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,0a04d1a46b10e07944ccfe5b22b978e7eae41df7275a5dd18c6ee339dce54b82,-2.265249893396513e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.3776312714209015,0.5444152974378331,0.7239818997711399,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0195,0.0881,0.8245,-0.1531,0.1922,False,-0.0805,True,0.0,0.1063,NaN,0.0,0.0,"[0, 0, -0.1063, 0.0022]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
15,92623015,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,0a04d1a46b10e07944ccfe5b22b978e7eae41df7275a5dd18c6ee339dce54b82,-2.265249893396513e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.3776312714209015,0.5444152974378331,0.7239818997711399,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0178,0.0855,0.8348,-0.1497,0.1853,False,-0.0822,True,0.1605,0.0,NA,0.0,0.0,"[0, 0.1605, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,True,False
15,92623015,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,ad71059b211233ecc221068b7fb7a686f500548c03061471df1814fde37e58ee,-1.904662125317366e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.015222948028462874,0.5210103654720101,0.7332580974872707,0.0,0.0,,M1,True,False,[],0.0739,0.0232,0.0014,0.0285,0.1193,True,-0.0261,True,0.0833,0.1019,-0.7653,0.0295,0.0019,"[0.0295, 0.0833, -0.078, 0.0656]","[0, 0, '-Inf', 0]",non_singular,False,False,False,False
15,92623015,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,ad71059b211233ecc221068b7fb7a686f500548c03061471df1814fde37e58ee,-1.904662125317366e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.015222948028462874,0.5210103654720101,0.7332580974872707,0.0,0.0,,M2,True,False,[],0.0743,0.0213,0.0005,0.0324,0.1161,True,-0.0257,True,0.0511,0.0479,NA,0.0288,0.0023,"[0.0288, 0.0511, 0.0479]","[0, 0, 0]",non_singular,False,False,False,False
15,92623015,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,5a03d632572f28cb131abe28b79360ce00c93baf6bde0f360a6bd89fb3485e23,-1.904662125317366e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.24444110230308538,0.5210103654720101,0.7342524252800269,0.0,0.0,,M1,True,False,[],0.0744,0.0231,0.0013,0.0291,0.1196,True,-0.0256,True,0.0833,0.1005,-0.7496,0.0367,0.002,"[0.0367, 0.0833, -0.0754, 0.0665]","[0, 0, '-Inf', 0]",non_singular,False,False,False,False
15,92623015,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,5a03d632572f28cb131abe28b79360ce00c93baf6bde0f360a6bd89fb3485e23,-1.904662125317366e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.24444110230308538,0.5210103654720101,0.7342524252800269,0.0,0.0,,M2,True,False,[],0.0748,0.0213,0.0005,0.0329,0.1166,True,-0.0252,True,0.0525,0.0482,NA,0.0361,0.0023,"[0.0361, 0.0525, 0.0482]","[0, 0, 0]",non_singular,False,False,False,False
16,92623016,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,8259c0beb95ef905398c8759da4b84cd5e39f98af6147f6af5b5711714012943,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.1548802408947502,0.5532728772910918,0.7138999092019802,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1433,0.0853,0.0929,-0.0238,0.3104,False,0.0433,True,0.0727,0.0432,-1,0.1583,0.0,"[0.1583, 0.0727, -0.0432, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
16,92623016,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,8259c0beb95ef905398c8759da4b84cd5e39f98af6147f6af5b5711714012943,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.1548802408947502,0.5532728772910918,0.7138999092019802,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1438,0.0848,0.0899,-0.0224,0.31,False,0.0438,True,0.05,0.0,NA,0.1586,0.0,"[0.1586, 0.05, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
16,92623016,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,cf11d81334b1dded8ec76da703d9eb33b5376ae883819007fa16bedb78f52d4c,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.15697764807350006,0.5532728772910918,0.7122686133018193,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1356,0.0849,0.1102,-0.0308,0.3021,False,0.0356,True,0.0779,0.0201,-1,0.168,1.4193e-15,"[0.168, 0.0779, -0.0201, 3.891e-08]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
16,92623016,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,cf11d81334b1dded8ec76da703d9eb33b5376ae883819007fa16bedb78f52d4c,0.0,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.15697764807350006,0.5532728772910918,0.7122686133018193,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.136,0.0848,0.1089,-0.0303,0.3022,False,0.036,True,0.0678,0.0,NA,0.1681,0.0,"[0.1681, 0.0678, 0]","[0, 0, 0]",model_slope_sd_zero,True,False,False,False
